cod_materia;cod_oferta;turma;vagas_oferecidas;periodo;matricula_professor;cod_disciplina
650530;650530C 20181;C ;50;20181;1055712;650530
650531;650531A 20181;A ;50;20181;1055712;650531
650532;650532B 20181;B ;50;20181;1048562;650532
650533;650533A 20181;A ;50;20181;130991;650533
650534;650534A 20181;A ;20;20181;54909;650534
650535;650535C 20181;C ;30;20181;1104144;650535
650536;650536A 20181;A ;64;20181;1059718;650536
650538;650538A 20181;A ;36;20181;1094921;650538
650539;650539B 20181;B ;40;20181;1019180;650539
650540;650540A 20181;A ;30;20181;1060996;650540
650541;650541A 20181;A ;45;20181;1029070;650541
650542;650542A 20181;A ;40;20181;1014650;650542
650543;650543A 20181;A ;45;20181;1061429;650543
650544;650544A 20181;A ;0;20181;1064096;650544
650545;650545D 20181;D ;12;20181;1095510;650545
650546;650546A 20181;A ;12;20181;152170;650546
650547;650547B 20181;B ;12;20181;1008854;650547
650548;650548C 20181;C ;12;20181;1043561;650548
650549;650549B 20181;B ;60;20181;1036131;650549
650550;650550C 20181;C ;60;20181;1060465;650550
650551;650551B 20181;B ;0;20181;1043005;650551
650552;650552F 20181;F ;0;20181;146234;650552
650553;650553A 20181;A ;0;20181;148288;650553
650554;650554J 20181;J ;0;20181;148261;650554
650555;650555O 20181;O ;50;20181;54909;650555
650556;650556P 20181;P ;50;20181;54909;650556
650557;650557Q 20181;Q ;50;20181;54909;650557
650558;650558R 20181;R ;50;20181;54909;650558
650559;650559S 20181;S ;50;20181;54909;650559
650560;650560T 20181;T ;50;20181;54909;650560
650561;650561C 20181;C ;10;20181;1075811;650561
650562;650562D 20181;D ;10;20181;131717;650562
650563;650563A 20181;A ;10;20181;1075811;650563
650564;650564B 20181;B ;10;20181;83640;650564
650566;650566A 20181;A ;0;20181;1015303;650566
650568;650568K 20181;K ;100;20181;309231;650568
650569;650569L 20181;L ;100;20181;1061771;650569
650570;650570C 20181;C ;100;20181;766062;650570
650571;650571F 20181;F ;100;20181;1102168;650571
650572;650572BD20181;BD;0;20181;149951;650572
650573;650573BH20181;BH;0;20181;148911;650573
650574;650574BI20181;BI;0;20181;1047833;650574
650575;650575BJ20181;BJ;0;20181;1033956;650575
650576;650576BL20181;BL;0;20181;127825;650576
650577;650577BM20181;BM;0;20181;1061437;650577
650578;650578Q 20181;Q ;0;20181;136417;650578
650579;650579R 20181;R ;0;20181;1059971;650579
650580;650580IB20181;IB;0;20181;1051059;650580
650581;650581JA20181;JA;0;20181;1059891;650581
650582;650582JB20181;JB;0;20181;993492;650582
650583;650583MA20181;MA;0;20181;1070274;650583
650584;650584MB20181;MB;0;20181;1043111;650584
650585;650585NA20181;NA;0;20181;131423;650585
650586;650586M 20181;M ;0;20181;1086324;650586
650587;650587G 20181;G ;0;20181;1039431;650587
650588;650588H 20181;H ;0;20181;1049127;650588
650589;650589E 20181;E ;0;20181;1049135;650589
650590;650590A 20181;A ;20;20181;152781;650590
650591;650591B 20181;B ;20;20181;152781;650591
650592;650592A 20181;A ;10;20181;152731;650592
650593;650593A 20181;A ;24;20181;1035096;650593
650594;650594A 20181;A ;44;20181;1017110;650594
650595;650595A 20181;A ;65;20181;1102061;650595
650597;650597A 20181;A ;30;20181;1037757;650597
650598;650598A 20181;A ;20;20181;1061836;650598
650599;650599B 20181;B ;20;20181;1061836;650599
650600;650600A 20181;A ;36;20181;1094271;650600
650601;650601T 20181;T ;0;20181;694053;650601
650602;650602P 20181;P ;0;20181;1010557;650602
650603;650603R 20181;R ;0;20181;1043617;650603
650604;650604M 20181;M ;0;20181;1005537;650604
650605;650605V 20181;V ;0;20181;1055097;650605
650606;650606D 20181;D ;0;20181;151386;650606
650607;650607K 20181;K ;0;20181;987115;650607
650608;650608G 20181;G ;0;20181;1084097;650608
650609;650609H 20181;H ;0;20181;1089846;650609
650610;650610L 20181;L ;0;20181;1036483;650610
650611;650611X 20181;X ;0;20181;1076701;650611
650612;650612A 20181;A ;30;20181;1049518;650612
650613;650613A 20181;A ;22;20181;1054414;650613
650614;650614A 20181;A ;38;20181;1017641;650614
650615;650615A 20181;A ;36;20181;1063766;650615
650616;650616B 20181;B ;0;20181;1045369;650616
650618;650618A 20181;A ;50;20181;1082442;650618
650619;650619B 20181;B ;30;20181;1099949;650619
650620;650620A 20181;A ;50;20181;1070797;650620
650621;650621A 20181;A ;60;20181;1054651;650621
650622;650622A 20181;A ;18;20181;1023837;650622
650623;650623B 20181;B ;18;20181;1023837;650623
650624;650624A 20181;A ;50;20181;1035592;650624
650625;650625A 20181;A ;28;20181;1086545;650625
650626;650626A 20181;A ;45;20181;1034901;650626
650628;650628B 20181;B ;60;20181;1095421;650628
650629;650629A 20181;A ;80;20181;1027646;650629
650630;650630C 20181;C ;80;20181;1062824;650630
650631;650631A 20181;A ;0;20181;1038231;650631
650632;650632A 20181;A ;0;20181;1096796;650632
650633;650633A 20181;A ;0;20181;700207;650633
650634;650634A 20181;A ;0;20181;999440;650634
650635;650635A 20181;A ;30;20181;150002;650635
650636;650636A 20181;A ;50;20181;1060317;650636
650637;650637A 20181;A ;10;20181;1064029;650637
650638;650638B 20181;B ;10;20181;1059505;650638
650639;650639C 20181;C ;10;20181;1027301;650639
650640;650640C 20181;C ;55;20181;1074377;650640
650641;650641D 20181;D ;56;20181;1081136;650641
650642;650642E 20181;E ;55;20181;735434;650642
650643;650643A 20181;A ;40;20181;1016377;650643
650645;650645B 20181;B ;45;20181;613878;650645
650646;650646C 20181;C ;45;20181;613878;650646
650647;650647A 20181;A ;40;20181;744051;650647
650648;650648B 20181;B ;40;20181;1026798;650648
650649;650649A 20181;A ;40;20181;1047540;650649
650650;650650C 20181;C ;0;20181;309940;650650
650651;650651D 20181;D ;0;20181;139751;650651
650652;650652E 20181;E ;100;20181;1061771;650652
650653;650653I 20181;I ;45;20181;1042670;650653
650654;650654B 20181;B ;100;20181;1104292;650654
650655;650655J 20181;J ;100;20181;100528;650655
650656;650656D 20181;D ;100;20181;766062;650656
650657;650657A 20181;A ;100;20181;151947;650657
650658;650658H 20181;H ;46;20181;137995;650658
650659;650659G 20181;G ;110;20181;72877;650659
650660;650660A 20181;A ;0;20181;1096796;650660
650661;650661A 20181;A ;50;20181;1043048;650661
650662;650662B 20181;B ;50;20181;1063961;650662
650663;650663A 20181;A ;40;20181;1047850;650663
650664;650664A 20181;A ;0;20181;139211;650664
650665;650665A 20181;A ;48;20181;1064177;650665
650666;650666A 20181;A ;45;20181;1064134;650666
650667;650667A 20181;A ;60;20181;1037617;650667
650668;650668B 20181;B ;60;20181;1081021;650668
650669;650669A 20181;A ;50;20181;1038940;650669
650670;650670F 20181;F ;0;20181;1020099;650670
650671;650671G 20181;G ;0;20181;1039504;650671
650672;650672A 20181;A ;50;20181;54909;650672
650673;650673B 20181;B ;50;20181;54909;650673
650674;650674C 20181;C ;50;20181;54909;650674
650675;650675D 20181;D ;50;20181;54909;650675
650676;650676B 20181;B ;40;20181;994863;650676
650678;650678C 20181;C ;30;20181;122203;650678
650681;650681A 20181;A ;50;20181;1094122;650681
650682;650682A 20181;A ;15;20181;1036866;650682
650683;650683C 20181;C ;50;20181;1101421;650683
650685;650685C 20181;C ;15;20181;1097881;650685
650686;650686D 20181;D ;15;20181;1097822;650686
650687;650687D 20181;D ;0;20181;130389;650687
650688;650688C 20181;C ;0;20181;989193;650688
650689;650689D 20181;D ;0;20181;984621;650689
650690;650690E 20181;E ;0;20181;1095706;650690
650691;650691F 20181;F ;0;20181;104191;650691
650692;650692G 20181;G ;0;20181;1034987;650692
650693;650693N 20181;N ;0;20181;1074318;650693
650694;650694H 20181;H ;0;20181;1017683;650694
650695;650695I 20181;I ;0;20181;151769;650695
650696;650696J 20181;J ;0;20181;1038192;650696
650697;650697K 20181;K ;0;20181;1060422;650697
650698;650698L 20181;L ;0;20181;1006304;650698
650699;650699M 20181;M ;0;20181;1042211;650699
650700;650700A 20181;A ;40;20181;1035975;650700
650701;650701I 20181;I ;50;20181;1045849;650701
650702;650702A 20181;A ;5;20181;145688;650702
650703;650703B 20181;B ;5;20181;1106066;650703
650704;650704C 20181;C ;5;20181;1101765;650704
650705;650705C 20181;C ;40;20181;1044265;650705
650706;650706A 20181;A ;40;20181;1096559;650706
650707;650707B 20181;B ;40;20181;1096559;650707
650709;650709A 20181;A ;20;20181;1064231;650709
650710;650710A 20181;A ;30;20181;1066188;650710
650711;650711A 20181;A ;30;20181;991635;650711
650712;650712A 20181;A ;12;20181;1097954;650712
650713;650713B 20181;B ;12;20181;136913;650713
650714;650714C 20181;C ;12;20181;149306;650714
650715;650715B 20181;B ;25;20181;148903;650715
650716;650716A 20181;A ;25;20181;148903;650716
650717;650717C 20181;C ;50;20181;1089617;650717
650719;650719A 20181;A ;15;20181;1038451;650719
650720;650720B 20181;B ;15;20181;1038451;650720
650721;650721A 20181;A ;4;20181;986577;650721
650722;650722T 20181;T ;5;20181;1000128;650722
650723;650723B 20181;B ;0;20181;1000128;650723
650724;650724Q 20181;Q ;5;20181;1000128;650724
650725;650725R 20181;R ;5;20181;1000128;650725
650726;650726CC20181;CC;5;20181;1107526;650726
650727;650727H 20181;H ;5;20181;1036793;650727
650728;650728S 20181;S ;5;20181;1000128;650728
650729;650729A 20181;A ;50;20181;1097091;650729
650730;650730B 20181;B ;40;20181;801135;650730
650731;650731A 20181;A ;40;20181;150703;650731
650732;650732A 20181;A ;0;20181;151955;650732
650733;650733A 20181;A ;40;20181;148253;650733
650734;650734A 20181;A ;50;20181;1048651;650734
650735;650735C 20181;C ;50;20181;1055615;650735
650736;650736B 20181;B ;50;20181;1063588;650736
650737;650737A 20181;A ;25;20181;1064606;650737
650738;650738A 20181;A ;40;20181;994588;650738
650739;650739A 20181;A ;35;20181;1063081;650739
650740;650740C 20181;C ;35;20181;127531;650740
650741;650741C 20181;C ;10;20181;1050737;650741
650742;650742B 20181;B ;10;20181;1050737;650742
650743;650743A 20181;A ;10;20181;1050737;650743
650744;650744A 20181;A ;0;20181;943487;650744
650745;650745A 20181;A ;50;20181;1024302;650745
650746;650746A 20181;A ;90;20181;1048481;650746
650747;650747B 20181;B ;90;20181;1078127;650747
650748;650748A 20181;A ;0;20181;1070355;650748
650749;650749A 20181;A ;30;20181;1052497;650749
650750;650750A 20181;A ;50;20181;989193;650750
650751;650751A 20181;A ;30;20181;1038184;650751
650752;650752A 20181;A ;50;20181;1098781;650752
650753;650753A 20181;A ;0;20181;743194;650753
650754;650754B 20181;B ;0;20181;1095994;650754
650755;650755A 20181;A ;50;20181;149063;650755
650756;650756A 20181;A ;41;20181;1048937;650756
650757;650757A 20181;A ;50;20181;1070991;650757
650758;650758B 20181;B ;50;20181;1070991;650758
650759;650759A 20181;A ;16;20181;309141;650759
650760;650760B 20181;B ;16;20181;309141;650760
650761;650761A 20181;A ;40;20181;1045148;650761
650762;650762A 20181;A ;60;20181;200077;650762
650763;650763B 20181;B ;60;20181;200077;650763
650764;650764A 20181;A ;0;20181;152633;650764
650765;650765A 20181;A ;0;20181;83640;650765
650766;650766A 20181;A ;45;20181;1043102;650766
650767;650767E 20181;E ;40;20181;134791;650767
650768;650768D 20181;D ;35;20181;1098454;650768
650769;650769A 20181;A ;35;20181;1098454;650769
650770;650770C 20181;C ;35;20181;134791;650770
650771;650771B 20181;B ;40;20181;134791;650771
650772;650772A 20181;A ;55;20181;709310;650772
650773;650773A 20181;A ;15;20181;139670;650773
650774;650774I 20181;I ;0;20181;140562;650774
650775;650775D 20181;D ;0;20181;150398;650775
650776;650776A 20181;A ;0;20181;147664;650776
650777;650777J 20181;J ;0;20181;148610;650777
650778;650778K 20181;K ;0;20181;1047833;650778
650779;650779C 20181;C ;0;20181;1057294;650779
650780;650780H 20181;H ;0;20181;150509;650780
650781;650781G 20181;G ;0;20181;1035282;650781
650782;650782E 20181;E ;0;20181;131156;650782
650783;650783B 20181;B ;0;20181;1043111;650783
650784;650784A 20181;A ;60;20181;1051946;650784
650785;650785A 20181;A ;0;20181;1096541;650785
650786;650786B 20181;B ;0;20181;1052438;650786
650787;650787C 20181;C ;0;20181;1035118;650787
650788;650788A 20181;A ;30;20181;1045431;650788
650789;650789A 20181;A ;40;20181;1014285;650789
650790;650790B 20181;B ;40;20181;1057049;650790
650792;650792A 20181;A ;40;20181;1106635;650792
650793;650793P 20181;P ;0;20181;1096575;650793
650794;650794X 20181;X ;0;20181;1055691;650794
650795;650795D 20181;D ;0;20181;1018523;650795
650796;650796M 20181;M ;0;20181;954632;650796
650797;650797B 20181;B ;0;20181;1020099;650797
650798;650798E 20181;E ;0;20181;1064096;650798
650799;650799G 20181;G ;0;20181;126365;650799
650800;650800A 20181;A ;28;20181;1095048;650800
650801;650801E 20181;E ;10;20181;54747;650801
650802;650802A 20181;A ;46;20181;148938;650802
650803;650803B 20181;B ;40;20181;1086596;650803
650804;650804A 20181;A ;30;20181;1106864;650804
650805;650805A 20181;A ;30;20181;1096338;650805
650806;650806B 20181;B ;30;20181;1106821;650806
650807;650807A 20181;A ;20;20181;138240;650807
650808;650808A 20181;A ;30;20181;147885;650808
650809;650809B 20181;B ;0;20181;1039156;650809
650810;650810A 20181;A ;40;20181;1047833;650810
650811;650811E 20181;E ;40;20181;147664;650811
650812;650812F 20181;F ;40;20181;1043111;650812
650813;650813B 20181;B ;40;20181;140562;650813
650814;650814C 20181;C ;35;20181;131423;650814
650815;650815D 20181;D ;40;20181;150398;650815
650817;650817A 20181;A ;60;20181;1078127;650817
650818;650818B 20181;B ;60;20181;1064827;650818
650819;650819A 20181;A ;45;20181;1055666;650819
650820;650820A 20181;A ;0;20181;1001205;650820
650821;650821A 20181;A ;0;20181;1024353;650821
650822;650822B 20181;B ;0;20181;1024353;650822
650823;650823C 20181;C ;0;20181;1095714;650823
650824;650824A 20181;A ;45;20181;1041975;650824
650825;650825B 20181;B ;40;20181;1018531;650825
650826;650826A 20181;A ;50;20181;1039326;650826
650827;650827B 20181;B ;50;20181;1045849;650827
650829;650829A 20181;A ;0;20181;1018523;650829
650830;650830A 20181;A ;40;20181;1103547;650830
650831;650831A 20181;A ;70;20181;1010735;650831
650832;650832C 20181;C ;60;20181;1010735;650832
650833;650833A 20181;A ;60;20181;1055976;650833
650834;650834A 20181;A ;40;20181;146650;650834
650835;650835A 20181;A ;30;20181;1049518;650835
650836;650836A 20181;A ;40;20181;1035037;650836
650837;650837B 20181;B ;40;20181;1034910;650837
650838;650838B 20181;B ;50;20181;140520;650838
650839;650839C 20181;C ;50;20181;1063812;650839
650840;650840A 20181;A ;40;20181;118389;650840
650841;650841A 20181;A ;65;20181;1029088;650841
650842;650842B 20181;B ;65;20181;1029088;650842
650843;650843D 20181;D ;66;20181;1010841;650843
650844;650844A 20181;A ;0;20181;1088246;650844
650845;650845B 20181;B ;0;20181;1084241;650845
650846;650846C 20181;C ;0;20181;1066129;650846
650848;650848E 20181;E ;0;20181;1058321;650848
650849;650849F 20181;F ;0;20181;1044117;650849
650852;650852H 20181;H ;0;20181;203068;650852
650855;650855A 20181;A ;50;20181;150631;650855
650856;650856A 20181;A ;30;20181;1042751;650856
650857;650857A 20181;A ;40;20181;1027298;650857
650858;650858A 20181;A ;40;20181;1039148;650858
650859;650859A 20181;A ;0;20181;1063472;650859
650861;650861A 20181;A ;50;20181;142492;650861
650862;650862A 20181;A ;40;20181;1095871;650862
650863;650863B 20181;B ;40;20181;1095129;650863
650864;650864A 20181;A ;40;20181;139670;650864
650865;650865A 20181;A ;36;20181;1079565;650865
650866;650866B 20181;B ;40;20181;1074521;650866
650867;650867C 20181;C ;40;20181;1054376;650867
650868;650868A 20181;A ;50;20181;1038109;650868
650869;650869A 20181;A ;40;20181;1102508;650869
650870;650870A 20181;A ;20;20181;1069241;650870
650871;650871A 20181;A ;20;20181;1000306;650871
650872;650872A 20181;A ;17;20181;147745;650872
650873;650873A 20181;A ;40;20181;1059742;650873
650874;650874A 20181;A ;50;20181;1070754;650874
650875;650875A 20181;A ;40;20181;1036491;650875
650876;650876A 20181;A ;20;20181;1018264;650876
650877;650877A 20181;A ;40;20181;1019481;650877
650878;650878A 20181;A ;50;20181;1048830;650878
650879;650879A 20181;A ;20;20181;1034413;650879
650880;650880P 20181;P ;50;20181;54747;650880
650881;650881O 20181;O ;50;20181;54747;650881
650882;650882Q 20181;Q ;50;20181;54747;650882
650883;650883R 20181;R ;50;20181;54747;650883
650884;650884S 20181;S ;50;20181;54747;650884
650885;650885T 20181;T ;50;20181;54747;650885
650886;650886A 20181;A ;0;20181;1062832;650886
650887;650887A 20181;A ;70;20181;1076744;650887
650888;650888B 20181;B ;60;20181;1037251;650888
650889;650889A 20181;A ;40;20181;1042459;650889
650890;650890B 20181;B ;40;20181;1047434;650890
650891;650891C 20181;C ;40;20181;139742;650891
650892;650892B 20181;B ;20;20181;137634;650892
650893;650893A 20181;A ;20;20181;137651;650893
650894;650894A 20181;A ;25;20181;1057952;650894
650895;650895A 20181;A ;50;20181;1079611;650895
650897;650897A 20181;A ;40;20181;1022202;650897
650898;650898A 20181;A ;15;20181;1069985;650898
650899;650899A 20181;A ;40;20181;152307;650899
650900;650900B 20181;B ;30;20181;1041983;650900
650901;650901A 20181;A ;45;20181;1080172;650901
650902;650902A 20181;A ;0;20181;1018523;650902
650903;650903A 20181;A ;30;20181;739995;650903
650904;650904A 20181;A ;32;20181;676977;650904
650905;650905B 20181;B ;8;20181;131717;650905
650906;650906C 20181;C ;8;20181;131717;650906
650907;650907E 20181;E ;8;20181;131717;650907
650908;650908D 20181;D ;8;20181;1103695;650908
650909;650909A 20181;A ;8;20181;131717;650909
650910;650910Z 20181;Z ;0;20181;146081;650910
650911;650911A 20181;A ;40;20181;1054333;650911
650912;650912A 20181;A ;40;20181;125423;650912
650913;650913A 20181;A ;45;20181;1042602;650913
650914;650914A 20181;A ;0;20181;1030957;650914
650915;650915A 20181;A ;15;20181;141755;650915
650916;650916A 20181;A ;40;20181;1053574;650916
650917;650917B 20181;B ;45;20181;1022679;650917
650918;650918A 20181;A ;30;20181;1108361;650918
650919;650919A 20181;A ;60;20181;731871;650919
650920;650920A 20181;A ;50;20181;1045792;650920
650921;650921B 20181;B ;50;20181;1045792;650921
650922;650922B 20181;B ;40;20181;997536;650922
650923;650923A 20181;A ;40;20181;1035746;650923
650924;650924C 20181;C ;30;20181;1044401;650924
650925;650925A 20181;A ;3;20181;131717;650925
650926;650926A 20181;A ;27;20181;1036157;650926
650927;650927B 20181;B ;20;20181;1036157;650927
650928;650928C 20181;C ;60;20181;759023;650928
650929;650929D 20181;D ;60;20181;1097563;650929
650930;650930A 20181;A ;60;20181;1097598;650930
650931;650931F 20181;F ;50;20181;1078127;650931
650932;650932B 20181;B ;50;20181;1105124;650932
650933;650933E 20181;E ;70;20181;1097539;650933
650934;650934A 20181;A ;40;20181;1105728;650934
650935;650935C 20181;C ;0;20181;1024353;650935
650936;650936D 20181;D ;0;20181;1024353;650936
650937;650937E 20181;E ;0;20181;1024353;650937
650938;650938F 20181;F ;0;20181;1018264;650938
650939;650939A 20181;A ;70;20181;991899;650939
650940;650940C 20181;C ;12;20181;752517;650940
650941;650941D 20181;D ;12;20181;752517;650941
650942;650942B 20181;B ;15;20181;1053302;650942
650943;650943A 20181;A ;15;20181;1053302;650943
650944;650944A 20181;A ;40;20181;1071602;650944
650945;650945A 20181;A ;40;20181;1036416;650945
650946;650946A 20181;A ;30;20181;146706;650946
650947;650947B 20181;B ;60;20181;1008234;650947
650948;650948A 20181;A ;60;20181;1078127;650948
650949;650949A 20181;A ;40;20181;1017225;650949
650951;650951A 20181;A ;0;20181;149616;650951
650952;650952B 20181;B ;0;20181;1034006;650952
650953;650953E 20181;E ;0;20181;487520;650953
650954;650954C 20181;C ;0;20181;145122;650954
650955;650955D 20181;D ;0;20181;138827;650955
650956;650956A 20181;A ;65;20181;1079417;650956
650957;650957B 20181;B ;65;20181;1063995;650957
650959;650959A 20181;A ;45;20181;1035827;650959
650960;650960B 20181;B ;45;20181;1047469;650960
650961;650961C 20181;C ;35;20181;1043072;650961
650963;650963A 20181;A ;10;20181;1069420;650963
650964;650964A 20181;A ;50;20181;913006;650964
650965;650965A 20181;A ;35;20181;1048937;650965
650966;650966A 20181;A ;50;20181;1036441;650966
650967;650967A 20181;A ;40;20181;999342;650967
650968;650968A 20181;A ;18;20181;152617;650968
650969;650969A 20181;A ;40;20181;149870;650969
650970;650970A 20181;A ;30;20181;1018370;650970
650971;650971A 20181;A ;40;20181;1027255;650971
650972;650972A 20181;A ;64;20181;1053353;650972
650973;650973A 20181;A ;10;20181;54909;650973
650974;650974A 20181;A ;40;20181;1027620;650974
650976;650976B 20181;B ;0;20181;1029894;650976
650977;650977C 20181;C ;0;20181;1092090;650977
650978;650978A 20181;A ;0;20181;1043315;650978
650979;650979A 20181;A ;40;20181;1024272;650979
650980;650980C 20181;C ;65;20181;1010841;650980
650981;650981D 20181;D ;0;20181;1084097;650981
650982;650982E 20181;E ;0;20181;1084097;650982
650983;650983C 20181;C ;60;20181;1076744;650983
650984;650984A 20181;A ;40;20181;1093754;650984
650985;650985A 20181;A ;20;20181;997595;650985
650986;650986I 20181;I ;0;20181;1036483;650986
650988;650988A 20181;A ;60;20181;1079239;650988
650989;650989B 20181;B ;60;20181;1079239;650989
650990;650990B 20181;B ;60;20181;1073648;650990
650991;650991A 20181;A ;60;20181;1073648;650991
650992;650992A 20181;A ;0;20181;834149;650992
650993;650993B 20181;B ;0;20181;1042726;650993
650996;650996A 20181;A ;40;20181;1005553;650996
650997;650997C 20181;C ;40;20181;487520;650997
650998;650998B 20181;B ;40;20181;149616;650998
650999;650999F 20181;F ;30;20181;123421;650999
651000;651000E 20181;E ;30;20181;138827;651000
651001;651001D 20181;D ;40;20181;123421;651001
651002;651002A 20181;A ;40;20181;1048503;651002
651003;651003B 20181;B ;50;20181;1049038;651003
651004;651004B 20181;B ;40;20181;131270;651004
651005;651005B 20181;B ;30;20181;1051598;651005
651006;651006A 20181;A ;50;20181;123897;651006
651007;651007C 20181;C ;50;20181;148903;651007
651008;651008A 20181;A ;40;20181;135097;651008
651009;651009C 20181;C ;30;20181;1044966;651009
651010;651010A 20181;A ;50;20181;1047787;651010
651011;651011A 20181;A ;35;20181;137596;651011
651012;651012B 20181;B ;44;20181;1049178;651012
651013;651013A 20181;A ;30;20181;1046942;651013
651014;651014B 20181;B ;30;20181;1046942;651014
651015;651015A 20181;A ;30;20181;1011146;651015
651016;651016A 20181;A ;45;20181;1027867;651016
651017;651017R 20181;R ;0;20181;1057600;651017
651019;651019T 20181;T ;0;20181;1035550;651019
651020;651020J 20181;J ;0;20181;1063910;651020
651022;651022Q 20181;Q ;0;20181;1049712;651022
651023;651023A 20181;A ;36;20181;1074555;651023
651024;651024A 20181;A ;36;20181;1070916;651024
651025;651025A 20181;A ;0;20181;1057146;651025
651026;651026A 20181;A ;40;20181;134716;651026
651027;651027A 20181;A ;40;20181;1047850;651027
651028;651028B 20181;B ;40;20181;1024281;651028
651029;651029C 20181;C ;40;20181;1024281;651029
651030;651030D 20181;D ;40;20181;1034944;651030
651031;651031A 20181;A ;40;20181;137448;651031
651032;651032E 20181;E ;40;20181;1060686;651032
651033;651033B 20181;B ;0;20181;990019;651033
651034;651034A 20181;A ;0;20181;954632;651034
651035;651035A 20181;A ;0;20181;1105051;651035
651036;651036A 20181;A ;30;20181;1065751;651036
651037;651037A 20181;A ;25;20181;1044524;651037
651038;651038A 20181;A ;50;20181;986640;651038
651039;651039B 20181;B ;50;20181;1095625;651039
651040;651040B 20181;B ;40;20181;1055984;651040
651041;651041A 20181;A ;0;20181;1042874;651041
651042;651042B 20181;B ;0;20181;1042467;651042
651043;651043C 20181;C ;0;20181;1070355;651043
651044;651044D 20181;D ;0;20181;1042246;651044
651045;651045E 20181;E ;0;20181;1019481;651045
651046;651046F 20181;F ;0;20181;1088203;651046
651047;651047M 20181;M ;0;20181;149071;651047
651048;651048G 20181;G ;0;20181;1036297;651048
651049;651049H 20181;H ;0;20181;1079476;651049
651050;651050I 20181;I ;0;20181;1035592;651050
651051;651051J 20181;J ;0;20181;1046144;651051
651052;651052K 20181;K ;0;20181;152625;651052
651053;651053L 20181;L ;0;20181;820083;651053
651054;651054A 20181;A ;50;20181;1037137;651054
651055;651055A 20181;A ;20;20181;1095048;651055
651056;651056C 20181;C ;12;20181;1103644;651056
651057;651057A 20181;A ;12;20181;1042360;651057
651058;651058B 20181;B ;12;20181;1103644;651058
651059;651059B 20181;B ;40;20181;141551;651059
651061;651061S 20181;S ;50;20181;54747;651061
651062;651062T 20181;T ;50;20181;54747;651062
651063;651063P 20181;P ;50;20181;54747;651063
651064;651064Q 20181;Q ;50;20181;54747;651064
651065;651065R 20181;R ;50;20181;54747;651065
651066;651066E 20181;E ;8;20181;54747;651066
651067;651067O 20181;O ;50;20181;54747;651067
651068;651068A 20181;A ;30;20181;1017268;651068
651069;651069A 20181;A ;30;20181;787264;651069
651070;651070B 20181;B ;30;20181;998320;651070
651071;651071C 20181;C ;34;20181;1046942;651071
651072;651072A 20181;A ;40;20181;1008617;651072
651073;651073A 20181;A ;40;20181;1019198;651073
651074;651074A 20181;A ;30;20181;145611;651074
651075;651075A 20181;A ;40;20181;1094785;651075
651076;651076A 20181;A ;0;20181;1042726;651076
651077;651077A 20181;A ;10;20181;1103059;651077
651078;651078B 20181;B ;10;20181;1103059;651078
651079;651079C 20181;C ;10;20181;1050729;651079
651080;651080D 20181;D ;3;20181;996874;651080
651081;651081A 20181;A ;50;20181;780006;651081
651082;651082B 20181;B ;145;20181;1027671;651082
651083;651083A 20181;A ;40;20181;745138;651083
651084;651084B 20181;B ;20;20181;1055941;651084
651086;651086A 20181;A ;25;20181;1106082;651086
651087;651087B 20181;B ;25;20181;1106082;651087
651088;651088C 20181;C ;25;20181;1105990;651088
651089;651089A 20181;A ;40;20181;1055763;651089
651090;651090B 20181;B ;40;20181;1055763;651090
651091;651091A 20181;A ;0;20181;149934;651091
651092;651092G 20181;G ;0;20181;1039504;651092
651093;651093F 20181;F ;0;20181;1020099;651093
651094;651094B 20181;B ;0;20181;990019;651094
651095;651095A 20181;A ;70;20181;1027433;651095
651096;651096B 20181;B ;60;20181;152056;651096
651097;651097A 20181;A ;2;20181;1061429;651097
651098;651098B 20181;B ;2;20181;1061429;651098
651099;651099C 20181;C ;4;20181;1013327;651099
651100;651100B 20181;B ;60;20181;145041;651100
651101;651101A 20181;A ;60;20181;145041;651101
651103;651103D 20181;D ;25;20181;1105990;651103
651104;651104A 20181;A ;50;20181;1066234;651104
651105;651105A 20181;A ;0;20181;1044800;651105
651106;651106A 20181;A ;20;20181;1039091;651106
651107;651107B 20181;B ;40;20181;1017128;651107
651108;651108A 20181;A ;50;20181;994197;651108
651109;651109B 20181;B ;50;20181;1098764;651109
651110;651110A 20181;A ;0;20181;1039504;651110
651111;651111A 20181;A ;40;20181;1076558;651111
651112;651112A 20181;A ;40;20181;1023713;651112
651113;651113B 20181;B ;40;20181;1023713;651113
651117;651117A 20181;A ;50;20181;1064134;651117
651118;651118A 20181;A ;30;20181;1048228;651118
651119;651119A 20181;A ;50;20181;1070398;651119
651120;651120A 20181;A ;20;20181;957291;651120
651121;651121L 20181;L ;0;20181;1063928;651121
651122;651122A 20181;A ;8;20181;1014897;651122
651123;651123A 20181;A ;10;20181;1050737;651123
651124;651124K 20181;K ;0;20181;1039253;651124
651125;651125Q 20181;Q ;0;20181;1014439;651125
651126;651126R 20181;R ;0;20181;718068;651126
651127;651127M 20181;M ;0;20181;1008480;651127
651128;651128T 20181;T ;0;20181;148806;651128
651129;651129E 20181;E ;0;20181;1013009;651129
651130;651130L 20181;L ;0;20181;145114;651130
651131;651131G 20181;G ;0;20181;763934;651131
