cod_disciplina;nome_disciplina;creditos;cod_departamento;sigla_departamento;nome_departamento
109118;Estudos Orientados em Pesquisa em Saúde e Enfermagem 3                ;2;232;ENF         ;Departamento de Enfermagem                        
109126;Serviços Clínicos Farmaceuticos                                       ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
109134;Elaboraçao de Projetos Paisagisticos                                  ;4;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     
109142;Física do Solo                                                        ;4;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     
109151;Arborizaçao Urbana                                                    ;4;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     
109169;Impostaçao de Voz                                                     ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
109177;Tecnologias Assistivas em Audiologia                                  ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
109185;Práticas em Fonoaudiologia: do Nascimento r Primeira Infância         ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
109193;Pesquisas em Disturbios da Comunicaçao                                ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
109207;Vivencia em Saúde Fonoaudiológica: Do Nascimento r Primeira Infância  ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
109215;Fonoaudiologia na Atençao Primaria r Saúde                            ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
109223;Pesquisa em Motricidade Orofacial e Disfagia                          ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
109231;Pesquisa em Promoçao do Uso Racional dos Medicamentos                 ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
109240;Introduçao a Engenharia de Materiais                                  ;4;85;IQD         ;Instituto de Química                              
109258;Materiais e Microestrutura                                            ;2;85;IQD         ;Instituto de Química                              
109266;Tópicos Avançados em Terapia Manual 1                                 ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
109274;Pesquisa em Oncologia                                                 ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
109282;Tópicos Avançados em Terapia Manual 2                                 ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
109291;Cuidados em Queimaduras                                               ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
109304;Geometria Plana 2                                                     ;2;106;MAT         ;Departamento de Matemática.                       
109312;Introduçao rs Probabilidades Discretas                                ;3;106;MAT         ;Departamento de Matemática.                       
109321;Tópicos de Geometria Analítica                                        ;1;106;MAT         ;Departamento de Matemática.                       
109339;Tópicos de Álgebra Linear                                             ;3;106;MAT         ;Departamento de Matemática.                       
109347;Portugues Para Estrangeiros: Língua e Cultura 1                       ;4;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   
109355;Portugues Para Estrangeiros: Língua e Cultura 2                       ;4;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   
109363;Portugues Para Estrangeiros: Comunicaçao Oral e Escrita 1             ;4;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   
109371;Portugues Para Estrangeiros: Comunicaçao Oral e Escrita 2             ;4;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   
109380;Trabalho de Conclusao de Curso                                        ;4;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   
109398;Ciclos de Vida e Fonoaudiologia: Infância a Adolescencia              ;6;96;FCE         ;UnB - Faculdade da Ceilândia                      
109401;Trabalho de Conclusao de Curso                                        ;4;106;MAT         ;Departamento de Matemática.                       
109410;Estágio Supervisionado em Portugues 1                                 ;14;124;LIP         ;Departamento de Linguística, Portugues, Líng Clás 
109428;Estágio Supervisionado em Portugues 2                                 ;14;124;LIP         ;Departamento de Linguística, Portugues, Líng Clás 
109436;Estágio Supervisionado em Língua Portuguesa e Literatura 1            ;14;124;LIP         ;Departamento de Linguística, Portugues, Líng Clás 
109444;Estágio Supervisionado em Língua Portuguesa e Literatura 2            ;14;124;LIP         ;Departamento de Linguística, Portugues, Líng Clás 
109452;Estágio Supervisionado 1 em Portugues do Brasil como Segunda Língua   ;14;124;LIP         ;Departamento de Linguística, Portugues, Líng Clás 
109461;Estágio Supervisionado 2 em Portugues do Brasil como Segunda Língua   ;14;124;LIP         ;Departamento de Linguística, Portugues, Líng Clás 
109479;Tópicos Especiais em Práticas Pedagógicas                             ;4;150;MTC         ;Departamento de Métodos e Técnicas                
109487;Neuroanatomia Clínica                                                 ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
109495;Interpretaçao de Exames no Processo de Cuidar em Enfermagem           ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
109509;Trabalho de Conclusao do Curso de Teatro 1                            ;6;26;IDA         ;Instituto de Artes                                
109517;Trabalho de Conclusao do Curso de Teatro 2                            ;6;26;IDA         ;Instituto de Artes                                
109525;Metodologia de Pesquisa em Artes Cenicas                              ;4;26;IDA         ;Instituto de Artes                                
109533;Tópicos Especiais em Artes Cenicas 2                                  ;4;26;IDA         ;Instituto de Artes                                
109541;Tópicos Especiais em Artes Cenicas 3                                  ;6;26;IDA         ;Instituto de Artes                                
109550;Tópicos Especiais em Artes Cenicas 4                                  ;4;26;IDA         ;Instituto de Artes                                
109568;Economia da Infraestrutura                                            ;4;160;ECO         ;Departamento de Economia                          
109576;Bases de Fisiologia Endócrina                                         ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
109584;Tópicos em Redes de Comunicaçao 3                                     ;2;138;ENE         ;Departamento de Engenharia Elétrica.              
109592;Projeto Transversal em Redes de Comunicaçao 1                         ;4;138;ENE         ;Departamento de Engenharia Elétrica.              
109606;Projeto Transversal em Redes de Comunicaçao 2                         ;2;138;ENE         ;Departamento de Engenharia Elétrica.              
109614;Surdez: Cultura, Língua e Sociedade                                   ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
109622;Práticas de Campo em Botânica                                         ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
109631;Validaçao de Métodos Analíticos                                       ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
109649;Práticas em Fonoaudiologia da Infância a Adolescencia                 ;8;96;FCE         ;UnB - Faculdade da Ceilândia                      
109657;Vivencia em Saúde Fonoaudiológica da Infância a Adolescencia          ;8;96;FCE         ;UnB - Faculdade da Ceilândia                      
109665;Educaçao Física Adaptada                                              ;4;29;FEF         ;Faculdade de Educaçao Física                      
109673;Práticas em Ciencias Ambientais                                       ;4;111;IBD         ;Direçao do Instituto Ciencias Biológicas          
109681;Ergonomia Aplicada r Arquitetura de Interiores                        ;4;130;PRO         ;Departamento de Projetos Expressao e Representaçao
109690;Tópicos de Tecnologia Farmaceutica                                    ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
109703;Informaçao sobre Medicamentos: Busca, Recuperaçao e Análise           ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
109711;Geografia,  Ambiente e Saúde                                          ;4;118;GEA         ;Departamento de Geografia                         
109720;Práticas Pedagógicas em Filosofia                                     ;2;117;FIL         ;Departamento de Filosofia                         
109738;Estudos e Pesquisas em Administraçao                                  ;2;157;ADM         ;Departamento de Administraçao                     
109746;Tópicos Contemporâneos em Estratégia                                  ;2;157;ADM         ;Departamento de Administraçao                     
109754;Tópicos Contemporâneos em Inovaçao                                    ;2;157;ADM         ;Departamento de Administraçao                     
109762;Inovaçao em Serviços                                                  ;4;157;ADM         ;Departamento de Administraçao                     
109771;Gestao de Marcas                                                      ;4;157;ADM         ;Departamento de Administraçao                     
109789;Logística Internacional                                               ;4;157;ADM         ;Departamento de Administraçao                     
109797;Marketing Socialmente Responsável                                     ;4;157;ADM         ;Departamento de Administraçao                     
109801;Marketing de Serviços                                                 ;4;157;ADM         ;Departamento de Administraçao                     
109819;Introduçao a Metodologia de Pesquisa para Engenharia de Produçao      ;2;308;EPR         ;Departamento de Engenharia de Produçao
109827;Tópicos Especiais em Gastronomia 2                                    ;2;56;CET         ;Centro de Excelencia em Turismo                   
109835;Filosofia Francesa Contemporânea                                      ;4;117;FIL         ;Departamento de Filosofia                         
109843;Tópicos Avançados em Audiologia                                       ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
109851;Tópicos Especiais em Neurociencia Cognitiva                           ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
109860;Pesquisa em Neurociencia Cognitiva                                    ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
109878;Termodinâmica Aplicada                                                ;2;85;IQD         ;Instituto de Química                              
109886;Terapia Ocupacional no Campo Social                                   ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
109894;Língua Neerlandesa (Holandes) 1                                       ;4;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   
109908;Língua Neerlandesa (Holandes) 2                                       ;4;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   
109916;Língua Neerlandesa (Holandes) 3                                       ;4;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   
109924;Fonoaudiologia Hospitalar                                             ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
109932;Ciclos de Vida e Fonoaudiologia: Vida Adulta e Envelhecimento         ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
109941;Fonoaudiologia Educacional                                            ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
109959;Filosofia Africana                                                    ;4;117;FIL         ;Departamento de Filosofia                         
109967;Filosofia do Ensino de Filosofia                                      ;4;117;FIL         ;Departamento de Filosofia                         
109975;Filosofia e Crianças - Uma Educaçao Filosófica                        ;4;117;FIL         ;Departamento de Filosofia                         
109983;Filosofia e Feminismo                                                 ;4;117;FIL         ;Departamento de Filosofia                         
109991;Fundamentos Matemáticos da Física para Ciencias Biológicas            ;2;31;IFD         ;Instituto de Física                               
110001;Estudo de Problemas Brasileiros 1                                     ;1;14;IE          ;Instituto de Ciencias Exatas                      
110019;Tópicoa Especiais em Ciencias Ambientais 1                            ;2;28;IGD         ;Instituto de Geociencias                          
110027;Tópicoa Especiais em Ciencias Ambientais 2                            ;4;28;IGD         ;Instituto de Geociencias                          
110035;Tópicoa Especiais em Ciencias Ambientais 3                            ;4;28;IGD         ;Instituto de Geociencias                          
110043;Tópicoa Especiais em Ciencias Ambientais 4                            ;8;28;IGD         ;Instituto de Geociencias                          
110051;Tópicoa Especiais em Ciencias Ambientais 5                            ;8;28;IGD         ;Instituto de Geociencias                          
