sigla_departamento;nome_departamento;cod_faculdade;nome_faculdade;cod_materia;periodo;prioridade
IFD         ;Instituto de Física                               ;744;Física                                                                ;125156;3;15
IFD         ;Instituto de Física                               ;744;Física                                                                ;118290;4;16
IFD         ;Instituto de Física                               ;744;Física                                                                ;118265;4;17
IFD         ;Instituto de Física                               ;744;Física                                                                ;125172;4;19
IFD         ;Instituto de Física                               ;744;Física                                                                ;191019;4;20
IFD         ;Instituto de Física                               ;744;Física                                                                ;118303;5;21
IFD         ;Instituto de Física                               ;744;Física                                                                ;118516;5;22
IFD         ;Instituto de Física                               ;744;Física                                                                ;118311;5;23
IFD         ;Instituto de Física                               ;744;Física                                                                ;192015;5;24
IFD         ;Instituto de Física                               ;744;Física                                                                ;191043;5;26
IFD         ;Instituto de Física                               ;744;Física                                                                ;194221;5;30
IFD         ;Instituto de Física                               ;744;Física                                                                ;118826;5;43
IFD         ;Instituto de Física                               ;744;Física                                                                ;118346;6;27
IFD         ;Instituto de Física                               ;744;Física                                                                ;118354;6;28
IFD         ;Instituto de Física                               ;744;Física                                                                ;118338;6;29
IFD         ;Instituto de Física                               ;744;Física                                                                ;114626;6;31
IFD         ;Instituto de Física                               ;744;Física                                                                ;114634;6;32
IFD         ;Instituto de Física                               ;744;Física                                                                ;122408;6;33
IFD         ;Instituto de Física                               ;744;Física                                                                ;118672;7;34
IFD         ;Instituto de Física                               ;744;Física                                                                ;118508;7;35
IFD         ;Instituto de Física                               ;744;Física                                                                ;118419;7;36
IFD         ;Instituto de Física                               ;744;Física                                                                ;118427;7;36
IFD         ;Instituto de Física                               ;744;Física                                                                ;118435;7;36
IFD         ;Instituto de Física                               ;744;Física                                                                ;118559;7;36
IFD         ;Instituto de Física                               ;744;Física                                                                ;113417;7;37
IFD         ;Instituto de Física                               ;744;Física                                                                ;118681;8;38
IFD         ;Instituto de Física                               ;744;Física                                                                ;118451;8;39
IFD         ;Instituto de Física                               ;744;Física                                                                ;118443;9;41
IFD         ;Instituto de Física                               ;744;Física                                                                ;194239;9;42
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;113034;1;1
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;114782;1;2
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112011;1;3
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112852;1;4
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;118001;2;5
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;118010;2;6
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;113042;2;7
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112020;2;8
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;120286;2;9
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;138258;3;10
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112615;3;11
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;119962;3;12
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112607;3;13
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;118028;3;14
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;118036;3;15
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;206571;4;16
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112143;4;17
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;120332;4;18
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;119971;4;19
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112976;4;20
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112585;4;21
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112135;5;22
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112658;5;23
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112151;5;24
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;120308;5;25
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;120316;5;26
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;120359;5;27
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112640;6;27
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112071;6;28
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;120324;6;29
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;120341;6;30
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112666;7;31
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112062;7;32
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112801;7;33
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112755;7;34
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;119598;8;35
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112178;8;36
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112097;8;37
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112348;8;38
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112470;9;39
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;120294;9;40
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112356;9;41
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112381;9;42
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112046;9;43
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112861;9;44
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112941;10;45
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112674;10;46
IGD         ;Instituto de Geociências                          ;132;Geologia                                                              ;112321;10;47
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;137553;1;1
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;112011;1;2
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;120162;1;3
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;113018;1;4
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;133205;1;5
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;123846;2;6
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205826;2;7
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;105368;2;8
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;199371;2;9
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;200948;3;9
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;200956;3;10
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;119601;3;11
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;147389;3;12
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;112763;3;13
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;203700;4;14
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;203696;4;15
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;115011;4;16
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;200972;4;17
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;200964;4;18
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;138037;5;17
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;204498;5;18
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;204633;5;19
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;204641;5;20
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205427;5;21
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;108987;5;22
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205664;5;23
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205711;5;24
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205745;5;25
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205796;5;26
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;206407;5;27
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205800;5;28
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205656;5;29
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205435;6;28
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205443;6;29
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205672;6;32
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205702;6;33
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205729;6;34
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205737;6;35
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205770;6;36
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205818;6;37
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205621;6;38
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;112755;7;40
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205451;7;41
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205478;7;42
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205486;7;43
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205834;7;44
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205842;7;45
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205681;7;46
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205753;7;47
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205494;8;48
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205648;8;49
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205761;8;50
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205851;8;51
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;205869;8;52
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;207454;8;53
IGD         ;Instituto de Geociências                          ;1333;Ciências Ambientais                                                   ;207560;9;54
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;118001;1;1
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;118010;1;2
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;113034;1;3
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;112011;1;4
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;119610;1;5
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;205214;1;6
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;118028;2;8
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;118036;2;9
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;113042;2;10
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;117625;2;11
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;205222;2;12
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;117617;2;13
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;112984;2;14
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;118044;3;15
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;118052;3;16
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;113051;3;17
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;200450;3;19
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;112615;3;20
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;113093;3;21
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;113522;4;22
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;201651;4;23
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;201669;4;24
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;201910;4;25
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;112585;4;26
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;201677;5;27
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;201685;5;28
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;201693;5;29
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;201715;5;30
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;201707;5;31
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;201723;6;32
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;201731;6;33
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;112763;6;34
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;204510;6;35
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;201758;7;35
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;103519;7;36
IGD         ;Instituto de Geociências                          ;1384;Geofísica                                                             ;201740;8;36
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;198161;1;1
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;198188;1;3
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;198196;1;4
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;198200;1;5
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;195430;2;8
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;195448;2;9
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;195456;2;10
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;198170;2;10
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;195464;2;12
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188590;3;13
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188557;3;14
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188565;3;15
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188573;3;16
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;195421;3;17
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188581;3;18
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188701;4;19
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188727;4;20
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;198129;4;21
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188719;4;22
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188735;4;23
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188794;5;24
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188662;5;25
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188743;5;26
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188786;5;27
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188654;5;28
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188689;6;30
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188697;6;31
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188646;6;32
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188760;6;33
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;206814;6;43
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;206822;6;44
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188671;7;35
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188751;7;36
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188808;7;37
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;103322;7;38
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188778;7;38
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188824;8;39
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188841;8;41
IH          ;Instituto de Ciências Humanas                     ;1317;Geografia                                                             ;188859;8;42
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140082;1;1
IL          ;Instituto de Letras                               ;51;Letras                                                                ;147397;1;2
IL          ;Instituto de Letras                               ;51;Letras                                                                ;145971;1;4
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141089;1;6
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140511;2;3
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141208;2;7
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141151;2;8
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140503;2;9
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141038;2;12
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140538;3;10
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140562;3;11
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141062;3;13
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141127;3;14
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141097;3;15
IL          ;Instituto de Letras                               ;51;Letras                                                                ;120511;3;21
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140708;3;21
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140392;4;16
IL          ;Instituto de Letras                               ;51;Letras                                                                ;147249;4;17
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140201;4;18
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140643;4;20
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141020;4;22
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140716;4;23
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141135;4;28
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140473;5;24
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140546;5;25
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141011;5;33
IL          ;Instituto de Letras                               ;51;Letras                                                                ;147257;6;27
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140465;6;30
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140121;6;31
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141143;6;34
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140431;6;44
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140406;7;26
IL          ;Instituto de Letras                               ;51;Letras                                                                ;147265;7;32
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140333;7;35
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141747;7;36
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141178;7;37
IL          ;Instituto de Letras                               ;51;Letras                                                                ;150690;8;38
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141925;8;39
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140082;1;1
IL          ;Instituto de Letras                               ;51;Letras                                                                ;147397;1;3
IL          ;Instituto de Letras                               ;51;Letras                                                                ;145971;1;4
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141089;1;6
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140511;2;2
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141208;2;7
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141151;2;8
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140503;2;9
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141038;2;11
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140538;3;10
IL          ;Instituto de Letras                               ;51;Letras                                                                ;120511;3;15
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141062;3;16
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141097;3;17
IL          ;Instituto de Letras                               ;51;Letras                                                                ;124966;3;18
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141127;3;19
IL          ;Instituto de Letras                               ;51;Letras                                                                ;147249;4;12
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140201;4;13
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141020;4;22
IL          ;Instituto de Letras                               ;51;Letras                                                                ;194221;4;23
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141135;4;24
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140643;4;41
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140546;5;20
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140473;5;21
IL          ;Instituto de Letras                               ;51;Letras                                                                ;191027;5;25
IL          ;Instituto de Letras                               ;51;Letras                                                                ;192015;5;26
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141011;5;31
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140465;6;27
IL          ;Instituto de Letras                               ;51;Letras                                                                ;147257;6;28
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140121;6;29
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141143;6;33
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140431;6;40
IL          ;Instituto de Letras                               ;51;Letras                                                                ;147265;7;30
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141178;7;34
IL          ;Instituto de Letras                               ;51;Letras                                                                ;109410;7;37
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141747;7;37
IL          ;Instituto de Letras                               ;51;Letras                                                                ;109428;8;35
IL          ;Instituto de Letras                               ;51;Letras                                                                ;150690;8;36
IL          ;Instituto de Letras                               ;51;Letras                                                                ;145955;1;1
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140082;1;2
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141089;1;3
IL          ;Instituto de Letras                               ;51;Letras                                                                ;147397;1;4
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140201;2;5
IL          ;Instituto de Letras                               ;51;Letras                                                                ;145947;2;5
IL          ;Instituto de Letras                               ;51;Letras                                                                ;147249;2;6
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140538;3;9
IL          ;Instituto de Letras                               ;51;Letras                                                                ;145939;3;9
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140392;4;6
IL          ;Instituto de Letras                               ;51;Letras                                                                ;145921;4;13
IL          ;Instituto de Letras                               ;51;Letras                                                                ;140121;4;14
IL          ;Instituto de Letras                               ;51;Letras                                                                ;141780;4;15
