nome_departamento;sigla_departamento;cod_faculdade;cod_materia;periodo_disciplina;prioridade;cod_fluxo
UnB - Faculdade de Planaltina                     ;FUP         ;1287;203289;6;27;1287203289
UnB - Faculdade de Planaltina                     ;FUP         ;1287;203343;6;28;1287203343
UnB - Faculdade de Planaltina                     ;FUP         ;1287;206938;6;29;1287206938
UnB - Faculdade de Planaltina                     ;FUP         ;1287;206920;6;30;1287206920
UnB - Faculdade de Planaltina                     ;FUP         ;1287;203319;6;31;1287203319
UnB - Faculdade de Planaltina                     ;FUP         ;1287;206997;7;31;1287206997
UnB - Faculdade de Planaltina                     ;FUP         ;1287;203271;7;32;1287203271
UnB - Faculdade de Planaltina                     ;FUP         ;1287;206962;7;33;1287206962
UnB - Faculdade de Planaltina                     ;FUP         ;1287;198382;7;34;1287198382
UnB - Faculdade de Planaltina                     ;FUP         ;1287;196576;7;35;1287196576
UnB - Faculdade de Planaltina                     ;FUP         ;1287;208345;7;36;1287208345
UnB - Faculdade de Planaltina                     ;FUP         ;1287;208361;8;36;1287208361
UnB - Faculdade de Planaltina                     ;FUP         ;1287;208329;8;37;1287208329
UnB - Faculdade de Planaltina                     ;FUP         ;1287;206989;8;38;1287206989
UnB - Faculdade de Planaltina                     ;FUP         ;1287;197432;8;39;1287197432
UnB - Faculdade de Planaltina                     ;FUP         ;1287;208311;8;40;1287208311
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196444;1;1;1295196444
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196398;1;2;1295196398
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196274;1;3;1295196274
UnB - Faculdade de Planaltina                     ;FUP         ;1295;195821;1;4;1295195821
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196703;1;5;1295196703
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196690;1;6;1295196690
UnB - Faculdade de Planaltina                     ;FUP         ;1295;113034;2;7;1295113034
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196410;2;8;1295196410
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196517;2;9;1295196517
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196401;2;10;1295196401
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196185;3;11;1295196185
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196193;3;12;1295196193
UnB - Faculdade de Planaltina                     ;FUP         ;1295;112011;3;13;1295112011
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196762;3;14;1295196762
UnB - Faculdade de Planaltina                     ;FUP         ;1295;195839;3;15;1295195839
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196207;4;16;1295196207
UnB - Faculdade de Planaltina                     ;FUP         ;1295;118001;4;17;1295118001
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196525;4;18;1295196525
UnB - Faculdade de Planaltina                     ;FUP         ;1295;201588;4;23;1295201588
UnB - Faculdade de Planaltina                     ;FUP         ;1295;201570;5;19;1295201570
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196720;5;20;1295196720
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196843;5;21;1295196843
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196452;5;22;1295196452
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196436;6;24;1295196436
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196851;6;25;1295196851
UnB - Faculdade de Planaltina                     ;FUP         ;1295;204447;6;26;1295204447
UnB - Faculdade de Planaltina                     ;FUP         ;1295;150649;6;33;1295150649
UnB - Faculdade de Planaltina                     ;FUP         ;1295;193313;7;27;1295193313
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196711;7;28;1295196711
UnB - Faculdade de Planaltina                     ;FUP         ;1295;197394;7;29;1295197394
UnB - Faculdade de Planaltina                     ;FUP         ;1295;206849;7;30;1295206849
UnB - Faculdade de Planaltina                     ;FUP         ;1295;196282;8;31;1295196282
UnB - Faculdade de Planaltina                     ;FUP         ;1295;206857;8;32;1295206857
UnB - Faculdade de Planaltina                     ;FUP         ;1295;120090;8;33;1295120090
UnB - Faculdade de Planaltina                     ;FUP         ;1295;198803;9;33;1295198803
UnB - Faculdade de Planaltina                     ;FUP         ;1295;206865;9;34;1295206865
UnB - Faculdade de Planaltina                     ;FUP         ;1295;113051;9;36;1295113051
Departamento de Geografia                         ;GEA         ;264;138398;1;1;264138398
Departamento de Geografia                         ;GEA         ;264;112011;1;2;264112011
Departamento de Geografia                         ;GEA         ;264;137553;1;3;264137553
Departamento de Geografia                         ;GEA         ;264;132012;1;6;264132012
Departamento de Geografia                         ;GEA         ;264;138487;1;7;264138487
Departamento de Geografia                         ;GEA         ;264;138266;2;5;264138266
Departamento de Geografia                         ;GEA         ;264;138258;2;6;264138258
Departamento de Geografia                         ;GEA         ;264;138291;2;7;264138291
Departamento de Geografia                         ;GEA         ;264;115011;2;8;264115011
Departamento de Geografia                         ;GEA         ;264;134465;2;9;264134465
Departamento de Geografia                         ;GEA         ;264;140481;2;10;264140481
Departamento de Geografia                         ;GEA         ;264;116793;2;17;264116793
Departamento de Geografia                         ;GEA         ;264;138088;3;11;264138088
Departamento de Geografia                         ;GEA         ;264;138029;3;12;264138029
Departamento de Geografia                         ;GEA         ;264;132021;3;17;264132021
Departamento de Geografia                         ;GEA         ;264;132039;4;11;264132039
Departamento de Geografia                         ;GEA         ;264;138053;4;13;264138053
Departamento de Geografia                         ;GEA         ;264;138070;4;15;264138070
Departamento de Geografia                         ;GEA         ;264;137413;4;19;264137413
Departamento de Geografia                         ;GEA         ;264;185051;4;20;264185051
Departamento de Geografia                         ;GEA         ;264;138339;4;21;264138339
Departamento de Geografia                         ;GEA         ;264;138045;5;17;264138045
Departamento de Geografia                         ;GEA         ;264;138193;5;18;264138193
Departamento de Geografia                         ;GEA         ;264;138177;5;20;264138177
Departamento de Geografia                         ;GEA         ;264;138371;5;31;264138371
Departamento de Geografia                         ;GEA         ;264;138096;6;19;264138096
Departamento de Geografia                         ;GEA         ;264;138347;6;21;264138347
Departamento de Geografia                         ;GEA         ;264;138100;6;22;264138100
Departamento de Geografia                         ;GEA         ;264;138495;6;23;264138495
Departamento de Geografia                         ;GEA         ;264;112305;6;24;264112305
Departamento de Geografia                         ;GEA         ;264;122238;6;25;264122238
Departamento de Geografia                         ;GEA         ;264;138240;6;28;264138240
Departamento de Geografia                         ;GEA         ;264;138223;6;33;264138223
Departamento de Geografia                         ;GEA         ;264;138282;7;24;264138282
Departamento de Geografia                         ;GEA         ;264;138517;7;25;264138517
Departamento de Geografia                         ;GEA         ;264;138312;7;26;264138312
Departamento de Geografia                         ;GEA         ;264;139203;7;27;264139203
Departamento de Geografia                         ;GEA         ;264;138134;7;29;264138134
Departamento de Geografia                         ;GEA         ;264;138576;7;35;264138576
Departamento de Geografia                         ;GEA         ;264;138606;7;39;264138606
Departamento de Geografia                         ;GEA         ;264;138584;7;40;264138584
Departamento de Geografia                         ;GEA         ;264;138169;8;27;264138169
Departamento de Geografia                         ;GEA         ;264;138185;8;28;264138185
Departamento de Geografia                         ;GEA         ;264;139190;8;29;264139190
Departamento de Geografia                         ;GEA         ;264;155136;8;30;264155136
Departamento de Geografia                         ;GEA         ;264;122114;8;36;264122114
Departamento de Geografia                         ;GEA         ;264;138304;8;37;264138304
Departamento de Geografia                         ;GEA         ;264;138533;8;38;264138533
Departamento de Geografia                         ;GEA         ;264;138274;8;39;264138274
Departamento de Geografia                         ;GEA         ;264;138398;1;1;264138398
Departamento de Geografia                         ;GEA         ;264;112011;1;2;264112011
Departamento de Geografia                         ;GEA         ;264;137553;1;3;264137553
Departamento de Geografia                         ;GEA         ;264;132012;1;4;264132012
Departamento de Geografia                         ;GEA         ;264;138487;1;5;264138487
Departamento de Geografia                         ;GEA         ;264;138266;2;5;264138266
Departamento de Geografia                         ;GEA         ;264;138258;2;6;264138258
Departamento de Geografia                         ;GEA         ;264;138291;2;7;264138291
Departamento de Geografia                         ;GEA         ;264;115011;2;8;264115011
Departamento de Geografia                         ;GEA         ;264;134465;2;9;264134465
Departamento de Geografia                         ;GEA         ;264;140481;2;10;264140481
Departamento de Geografia                         ;GEA         ;264;116793;2;17;264116793
Departamento de Geografia                         ;GEA         ;264;138088;3;11;264138088
Departamento de Geografia                         ;GEA         ;264;138029;3;12;264138029
Departamento de Geografia                         ;GEA         ;264;124966;3;15;264124966
Departamento de Geografia                         ;GEA         ;264;191043;3;27;264191043
Departamento de Geografia                         ;GEA         ;264;138053;4;13;264138053
Departamento de Geografia                         ;GEA         ;264;138070;4;16;264138070
Departamento de Geografia                         ;GEA         ;264;194221;4;17;264194221
Departamento de Geografia                         ;GEA         ;264;185051;4;18;264185051
Departamento de Geografia                         ;GEA         ;264;191108;4;18;264191108
Departamento de Geografia                         ;GEA         ;264;138339;4;19;264138339
Departamento de Geografia                         ;GEA         ;264;138177;5;18;264138177
Departamento de Geografia                         ;GEA         ;264;138045;5;19;264138045
Departamento de Geografia                         ;GEA         ;264;138193;5;20;264138193
Departamento de Geografia                         ;GEA         ;264;192015;5;21;264192015
Departamento de Geografia                         ;GEA         ;264;191060;5;22;264191060
Departamento de Geografia                         ;GEA         ;264;138371;5;31;264138371
Departamento de Geografia                         ;GEA         ;264;138096;6;22;264138096
Departamento de Geografia                         ;GEA         ;264;138100;6;23;264138100
Departamento de Geografia                         ;GEA         ;264;138495;6;24;264138495
Departamento de Geografia                         ;GEA         ;264;191027;6;24;264191027
Departamento de Geografia                         ;GEA         ;264;138223;6;33;264138223
Departamento de Geografia                         ;GEA         ;264;138240;6;34;264138240
Departamento de Geografia                         ;GEA         ;264;138509;7;25;264138509
Departamento de Geografia                         ;GEA         ;264;138185;7;26;264138185
Departamento de Geografia                         ;GEA         ;264;191019;7;27;264191019
Departamento de Geografia                         ;GEA         ;264;139190;7;28;264139190
Departamento de Geografia                         ;GEA         ;264;138134;7;33;264138134
Departamento de Geografia                         ;GEA         ;264;138517;7;34;264138517
Departamento de Geografia                         ;GEA         ;264;138576;7;36;264138576
Departamento de Geografia                         ;GEA         ;264;138606;7;37;264138606
Departamento de Geografia                         ;GEA         ;264;138584;7;38;264138584
Departamento de Geografia                         ;GEA         ;264;138479;8;26;264138479
Departamento de Geografia                         ;GEA         ;264;139203;8;29;264139203
Departamento de Geografia                         ;GEA         ;264;192074;8;30;264192074
Departamento de Geografia                         ;GEA         ;264;134856;8;31;264134856
Departamento de Geografia                         ;GEA         ;264;138304;8;37;264138304
Departamento de Geografia                         ;GEA         ;264;138533;8;38;264138533
Departamento de Geografia                         ;GEA         ;264;138169;8;39;264138169
Departamento de Geografia                         ;GEA         ;264;138274;8;40;264138274
Departamento de História                          ;HIS         ;230;139033;1;1;230139033
Departamento de História                          ;HIS         ;230;135011;1;2;230135011
Departamento de História                          ;HIS         ;230;139351;2;4;230139351
Departamento de História                          ;HIS         ;230;139076;3;5;230139076
Departamento de História                          ;HIS         ;230;139084;3;6;230139084
Departamento de História                          ;HIS         ;230;139114;3;7;230139114
Departamento de História                          ;HIS         ;230;139131;3;8;230139131
Departamento de História                          ;HIS         ;230;139408;4;9;230139408
Departamento de História                          ;HIS         ;230;139092;4;10;230139092
Departamento de História                          ;HIS         ;230;139122;4;11;230139122
Departamento de História                          ;HIS         ;230;139149;4;12;230139149
Departamento de História                          ;HIS         ;230;139106;5;13;230139106
Departamento de História                          ;HIS         ;230;139165;5;14;230139165
Departamento de História                          ;HIS         ;230;139157;5;15;230139157
Departamento de História                          ;HIS         ;230;139211;5;16;230139211
Departamento de História                          ;HIS         ;230;139220;6;17;230139220
Departamento de História                          ;HIS         ;230;139173;6;18;230139173
Departamento de História                          ;HIS         ;230;139343;6;19;230139343
Departamento de História                          ;HIS         ;230;100528;7;20;230100528
Departamento de História                          ;HIS         ;230;139335;7;21;230139335
Departamento de História                          ;HIS         ;230;207756;7;22;230207756
Departamento de História                          ;HIS         ;230;102547;7;23;230102547
Departamento de História                          ;HIS         ;230;101419;8;24;230101419
Departamento de História                          ;HIS         ;230;139033;1;1;230139033
Departamento de História                          ;HIS         ;230;135011;1;2;230135011
Departamento de História                          ;HIS         ;230;194221;1;3;230194221
Departamento de História                          ;HIS         ;230;125156;1;4;230125156
Departamento de História                          ;HIS         ;230;139351;2;6;230139351
Departamento de História                          ;HIS         ;230;192015;2;7;230192015
Departamento de História                          ;HIS         ;230;139076;3;8;230139076
Departamento de História                          ;HIS         ;230;139084;3;9;230139084
Departamento de História                          ;HIS         ;230;139114;3;10;230139114
Departamento de História                          ;HIS         ;230;139131;3;11;230139131
Departamento de História                          ;HIS         ;230;139211;3;12;230139211
Departamento de História                          ;HIS         ;230;139408;4;13;230139408
Departamento de História                          ;HIS         ;230;139092;4;14;230139092
Departamento de História                          ;HIS         ;230;139122;4;15;230139122
Departamento de História                          ;HIS         ;230;139149;4;16;230139149
Departamento de História                          ;HIS         ;230;139220;4;17;230139220
Departamento de História                          ;HIS         ;230;139106;5;18;230139106
Departamento de História                          ;HIS         ;230;139165;5;19;230139165
Departamento de História                          ;HIS         ;230;139157;5;20;230139157
Departamento de História                          ;HIS         ;230;203556;5;21;230203556
Departamento de História                          ;HIS         ;230;139173;6;22;230139173
Departamento de História                          ;HIS         ;230;139343;6;23;230139343
Departamento de História                          ;HIS         ;230;205311;6;24;230205311
Departamento de História                          ;HIS         ;230;150649;6;25;230150649
Departamento de História                          ;HIS         ;230;100528;7;26;230100528
Departamento de História                          ;HIS         ;230;207730;7;27;230207730
Departamento de História                          ;HIS         ;230;101419;8;28;230101419
Departamento de História                          ;HIS         ;230;100544;8;29;230100544
Departamento de História                          ;HIS         ;1392;139033;1;1;1392139033
Departamento de História                          ;HIS         ;1392;135011;1;2;1392135011
Departamento de História                          ;HIS         ;1392;194221;1;3;1392194221
Departamento de História                          ;HIS         ;1392;125156;1;4;1392125156
Departamento de História                          ;HIS         ;1392;139068;2;5;1392139068
Departamento de História                          ;HIS         ;1392;139351;2;6;1392139351
Departamento de História                          ;HIS         ;1392;192015;2;7;1392192015
Departamento de História                          ;HIS         ;1392;139076;3;8;1392139076
Departamento de História                          ;HIS         ;1392;139084;3;9;1392139084
Departamento de História                          ;HIS         ;1392;139114;3;10;1392139114
Departamento de História                          ;HIS         ;1392;139131;3;11;1392139131
Departamento de História                          ;HIS         ;1392;139408;4;12;1392139408
Departamento de História                          ;HIS         ;1392;139092;4;13;1392139092
Departamento de História                          ;HIS         ;1392;139122;4;14;1392139122
Departamento de História                          ;HIS         ;1392;139149;4;15;1392139149
Departamento de História                          ;HIS         ;1392;139211;5;16;1392139211
Departamento de História                          ;HIS         ;1392;139106;5;17;1392139106
Departamento de História                          ;HIS         ;1392;139165;5;18;1392139165
Departamento de História                          ;HIS         ;1392;139157;5;19;1392139157
Departamento de História                          ;HIS         ;1392;203556;5;20;1392203556
Departamento de História                          ;HIS         ;1392;139220;6;21;1392139220
Departamento de História                          ;HIS         ;1392;139173;6;22;1392139173
Departamento de História                          ;HIS         ;1392;139343;6;23;1392139343
Departamento de História                          ;HIS         ;1392;205311;6;24;1392205311
Departamento de História                          ;HIS         ;1392;150649;6;25;1392150649
Departamento de História                          ;HIS         ;1392;100528;7;26;1392100528
Departamento de História                          ;HIS         ;1392;207730;7;27;1392207730
Departamento de História                          ;HIS         ;1392;101419;8;28;1392101419
Departamento de História                          ;HIS         ;1392;100544;8;29;1392100544
Instituto de Cięncias Biológicas                  ;IB          ;94;113034;1;1;94113034
Instituto de Cięncias Biológicas                  ;IB          ;94;119431;1;2;94119431
Instituto de Cięncias Biológicas                  ;IB          ;94;125806;1;3;94125806
Instituto de Cięncias Biológicas                  ;IB          ;94;203122;1;4;94203122
Instituto de Cięncias Biológicas                  ;IB          ;94;122441;1;5;94122441
Instituto de Cięncias Biológicas                  ;IB          ;94;203114;1;6;94203114
Instituto de Cięncias Biológicas                  ;IB          ;94;123838;2;7;94123838
Instituto de Cięncias Biológicas                  ;IB          ;94;123820;2;8;94123820
Instituto de Cięncias Biológicas                  ;IB          ;94;122475;2;9;94122475
Instituto de Cięncias Biológicas                  ;IB          ;94;118702;2;10;94118702
Instituto de Cięncias Biológicas                  ;IB          ;94;112844;2;11;94112844
Instituto de Cięncias Biológicas                  ;IB          ;94;126152;3;12;94126152
Instituto de Cięncias Biológicas                  ;IB          ;94;121240;3;13;94121240
Instituto de Cięncias Biológicas                  ;IB          ;94;126667;3;14;94126667
Instituto de Cięncias Biológicas                  ;IB          ;94;122696;3;15;94122696
Instituto de Cięncias Biológicas                  ;IB          ;94;204480;3;16;94204480
Instituto de Cięncias Biológicas                  ;IB          ;94;125431;4;17;94125431
Instituto de Cięncias Biológicas                  ;IB          ;94;126144;4;18;94126144
Instituto de Cięncias Biológicas                  ;IB          ;94;121045;4;19;94121045
Instituto de Cięncias Biológicas                  ;IB          ;94;125628;4;20;94125628
Instituto de Cięncias Biológicas                  ;IB          ;94;122050;5;21;94122050
Instituto de Cięncias Biológicas                  ;IB          ;94;126195;5;22;94126195
Instituto de Cięncias Biológicas                  ;IB          ;94;123277;5;23;94123277
Instituto de Cięncias Biológicas                  ;IB          ;94;126161;5;24;94126161
Instituto de Cięncias Biológicas                  ;IB          ;94;126136;5;25;94126136
Instituto de Cięncias Biológicas                  ;IB          ;94;126098;6;26;94126098
Instituto de Cięncias Biológicas                  ;IB          ;94;122084;6;27;94122084
Instituto de Cięncias Biológicas                  ;IB          ;94;123285;6;28;94123285
Instituto de Cięncias Biológicas                  ;IB          ;94;126225;7;29;94126225
Instituto de Cięncias Biológicas                  ;IB          ;94;126101;7;30;94126101
Instituto de Cięncias Biológicas                  ;IB          ;94;123170;7;31;94123170
Instituto de Cięncias Biológicas                  ;IB          ;94;126233;8;32;94126233
Instituto de Cięncias Biológicas                  ;IB          ;736;123838;1;1;736123838
Instituto de Cięncias Biológicas                  ;IB          ;736;119431;1;2;736119431
Instituto de Cięncias Biológicas                  ;IB          ;736;125806;1;3;736125806
Instituto de Cięncias Biológicas                  ;IB          ;736;203114;1;4;736203114
Instituto de Cięncias Biológicas                  ;IB          ;736;104167;1;5;736104167
Instituto de Cięncias Biológicas                  ;IB          ;736;191027;1;6;736191027
Instituto de Cięncias Biológicas                  ;IB          ;736;113018;2;7;736113018
Instituto de Cięncias Biológicas                  ;IB          ;736;122475;2;8;736122475
Instituto de Cięncias Biológicas                  ;IB          ;736;123820;2;9;736123820
Instituto de Cięncias Biológicas                  ;IB          ;736;104175;2;10;736104175
Instituto de Cięncias Biológicas                  ;IB          ;736;126667;3;11;736126667
Instituto de Cięncias Biológicas                  ;IB          ;736;126152;3;12;736126152
Instituto de Cięncias Biológicas                  ;IB          ;736;121240;3;13;736121240
Instituto de Cięncias Biológicas                  ;IB          ;736;112844;3;14;736112844
Instituto de Cięncias Biológicas                  ;IB          ;736;118702;4;15;736118702
Instituto de Cięncias Biológicas                  ;IB          ;736;125628;4;16;736125628
Instituto de Cięncias Biológicas                  ;IB          ;736;125431;4;17;736125431
Instituto de Cięncias Biológicas                  ;IB          ;736;122696;4;18;736122696
Instituto de Cięncias Biológicas                  ;IB          ;736;104183;4;19;736104183
Instituto de Cięncias Biológicas                  ;IB          ;736;126144;5;21;736126144
Instituto de Cięncias Biológicas                  ;IB          ;736;126195;5;22;736126195
Instituto de Cięncias Biológicas                  ;IB          ;736;123277;5;23;736123277
Instituto de Cięncias Biológicas                  ;IB          ;736;126136;5;24;736126136
Instituto de Cięncias Biológicas                  ;IB          ;736;104191;5;25;736104191
Instituto de Cięncias Biológicas                  ;IB          ;736;126161;5;26;736126161
Instituto de Cięncias Biológicas                  ;IB          ;736;123285;6;27;736123285
Instituto de Cięncias Biológicas                  ;IB          ;736;121045;6;28;736121045
Instituto de Cięncias Biológicas                  ;IB          ;736;104205;6;29;736104205
Instituto de Cięncias Biológicas                  ;IB          ;736;104213;6;30;736104213
Instituto de Cięncias Biológicas                  ;IB          ;736;122050;6;31;736122050
Instituto de Cięncias Biológicas                  ;IB          ;736;122084;7;31;736122084
Instituto de Cięncias Biológicas                  ;IB          ;736;126098;7;32;736126098
Instituto de Cięncias Biológicas                  ;IB          ;736;126179;7;33;736126179
Instituto de Cięncias Biológicas                  ;IB          ;736;104221;7;34;736104221
Instituto de Cięncias Biológicas                  ;IB          ;736;126101;8;35;736126101
Instituto de Cięncias Biológicas                  ;IB          ;736;123170;8;36;736123170
Instituto de Cięncias Biológicas                  ;IB          ;736;126187;8;37;736126187
Instituto de Cięncias Biológicas                  ;IB          ;736;150649;9;38;736150649
Instituto de Cięncias Biológicas                  ;IB          ;736;104230;9;39;736104230
Instituto de Cięncias Biológicas                  ;IB          ;1325;204251;1;1;1325204251
Instituto de Cięncias Biológicas                  ;IB          ;1325;204269;1;2;1325204269
Instituto de Cięncias Biológicas                  ;IB          ;1325;204277;1;3;1325204277
Instituto de Cięncias Biológicas                  ;IB          ;1325;204285;1;4;1325204285
Instituto de Cięncias Biológicas                  ;IB          ;1325;204293;1;5;1325204293
Instituto de Cięncias Biológicas                  ;IB          ;1325;205931;2;6;1325205931
Instituto de Cięncias Biológicas                  ;IB          ;1325;205940;2;7;1325205940
Instituto de Cięncias Biológicas                  ;IB          ;1325;205958;2;8;1325205958
Instituto de Cięncias Biológicas                  ;IB          ;1325;198129;2;9;1325198129
Instituto de Cięncias Biológicas                  ;IB          ;1325;205923;2;10;1325205923
Instituto de Cięncias Biológicas                  ;IB          ;1325;208892;3;11;1325208892
Instituto de Cięncias Biológicas                  ;IB          ;1325;208906;3;12;1325208906
Instituto de Cięncias Biológicas                  ;IB          ;1325;208914;3;13;1325208914
Instituto de Cięncias Biológicas                  ;IB          ;1325;208922;3;14;1325208922
Instituto de Cięncias Biológicas                  ;IB          ;1325;100684;4;15;1325100684
Instituto de Cięncias Biológicas                  ;IB          ;1325;100692;4;16;1325100692
Instituto de Cięncias Biológicas                  ;IB          ;1325;100706;4;17;1325100706
Instituto de Cięncias Biológicas                  ;IB          ;1325;100714;4;18;1325100714
Instituto de Cięncias Biológicas                  ;IB          ;1325;100722;4;19;1325100722
Instituto de Cięncias Biológicas                  ;IB          ;1325;204200;5;20;1325204200
Instituto de Cięncias Biológicas                  ;IB          ;1325;204218;5;21;1325204218
Instituto de Cięncias Biológicas                  ;IB          ;1325;205974;5;22;1325205974
Instituto de Cięncias Biológicas                  ;IB          ;1325;204234;5;23;1325204234
Instituto de Cięncias Biológicas                  ;IB          ;1325;103055;5;24;1325103055
Instituto de Cięncias Biológicas                  ;IB          ;1325;203203;5;25;1325203203
Instituto de Cięncias Biológicas                  ;IB          ;1325;103021;6;26;1325103021
Instituto de Cięncias Biológicas                  ;IB          ;1325;204226;6;27;1325204226
Instituto de Cięncias Biológicas                  ;IB          ;1325;205982;6;28;1325205982
Instituto de Cięncias Biológicas                  ;IB          ;1325;205991;6;29;1325205991
Instituto de Cięncias Biológicas                  ;IB          ;1325;206016;6;30;1325206016
Instituto de Cięncias Biológicas                  ;IB          ;1325;103012;7;31;1325103012
Instituto de Cięncias Biológicas                  ;IB          ;1325;103004;7;32;1325103004
Instituto de Cięncias Biológicas                  ;IB          ;1325;208957;7;33;1325208957
Instituto de Cięncias Biológicas                  ;IB          ;1325;208973;7;34;1325208973
Instituto de Cięncias Biológicas                  ;IB          ;1325;100650;8;35;1325100650
Instituto de Cięncias Biológicas                  ;IB          ;1325;100668;8;36;1325100668
Instituto de Cięncias Biológicas                  ;IB          ;1325;100641;8;37;1325100641
Instituto de Cięncias Biológicas                  ;IB          ;1325;103322;8;38;1325103322
Instituto de Cięncias Biológicas                  ;IB          ;1325;104833;9;39;1325104833
Instituto de Cięncias Biológicas                  ;IB          ;1538;113034;1;1;1538113034
Instituto de Cięncias Biológicas                  ;IB          ;1538;125806;1;2;1538125806
Instituto de Cięncias Biológicas                  ;IB          ;1538;119431;1;3;1538119431
Instituto de Cięncias Biológicas                  ;IB          ;1538;122441;1;4;1538122441
Instituto de Cięncias Biológicas                  ;IB          ;1538;203122;1;5;1538203122
Instituto de Cięncias Biológicas                  ;IB          ;1538;203114;1;6;1538203114
Instituto de Cięncias Biológicas                  ;IB          ;1538;123943;1;7;1538123943
Instituto de Cięncias Biológicas                  ;IB          ;1538;118702;2;8;1538118702
Instituto de Cięncias Biológicas                  ;IB          ;1538;119644;2;9;1538119644
Instituto de Cięncias Biológicas                  ;IB          ;1538;119652;2;10;1538119652
Instituto de Cięncias Biológicas                  ;IB          ;1538;123838;2;11;1538123838
Instituto de Cięncias Biológicas                  ;IB          ;1538;121240;2;12;1538121240
Instituto de Cięncias Biológicas                  ;IB          ;1538;204480;2;13;1538204480
Instituto de Cięncias Biológicas                  ;IB          ;1538;209341;3;14;1538209341
Instituto de Cięncias Biológicas                  ;IB          ;1538;205427;3;15;1538205427
Instituto de Cięncias Biológicas                  ;IB          ;1538;123846;3;16;1538123846
Instituto de Cięncias Biológicas                  ;IB          ;1538;204498;3;17;1538204498
Instituto de Cięncias Biológicas                  ;IB          ;1538;207535;3;18;1538207535
Instituto de Cięncias Biológicas                  ;IB          ;1538;125431;4;19;1538125431
Instituto de Cięncias Biológicas                  ;IB          ;1538;103721;4;20;1538103721
Instituto de Cięncias Biológicas                  ;IB          ;1538;126144;4;21;1538126144
Instituto de Cięncias Biológicas                  ;IB          ;1538;121045;4;22;1538121045
Instituto de Cięncias Biológicas                  ;IB          ;1538;126659;4;23;1538126659
Instituto de Cięncias Biológicas                  ;IB          ;1538;126195;5;24;1538126195
Instituto de Cięncias Biológicas                  ;IB          ;1538;126136;5;25;1538126136
Instituto de Cięncias Biológicas                  ;IB          ;1538;102377;5;26;1538102377
Instituto de Cięncias Biológicas                  ;IB          ;1538;102385;5;27;1538102385
Instituto de Cięncias Biológicas                  ;IB          ;1538;102393;5;28;1538102393
Instituto de Cięncias Biológicas                  ;IB          ;1538;100471;5;29;1538100471
Instituto de Cięncias Biológicas                  ;IB          ;1538;103748;6;30;1538103748
Instituto de Cięncias Biológicas                  ;IB          ;1538;207527;6;31;1538207527
Instituto de Cięncias Biológicas                  ;IB          ;1538;103764;6;32;1538103764
Instituto de Cięncias Biológicas                  ;IB          ;1538;207519;6;33;1538207519
Instituto de Cięncias Biológicas                  ;IB          ;1538;102776;6;34;1538102776
Instituto de Cięncias Biológicas                  ;IB          ;1538;170054;7;35;1538170054
Instituto de Cięncias Biológicas                  ;IB          ;1538;103756;7;36;1538103756
Instituto de Cięncias Biológicas                  ;IB          ;1538;103772;7;37;1538103772
Instituto de Cięncias Biológicas                  ;IB          ;1538;103705;7;38;1538103705
Instituto de Cięncias Biológicas                  ;IB          ;1538;103713;7;39;1538103713
Instituto de Cięncias Biológicas                  ;IB          ;1538;103730;8;40;1538103730
Instituto de Cięncias Sociais                     ;ICS         ;213;134465;1;1;213134465
Instituto de Cięncias Sociais                     ;ICS         ;213;135011;1;2;213135011
Instituto de Cięncias Sociais                     ;ICS         ;213;185035;1;3;213185035
Instituto de Cięncias Sociais                     ;ICS         ;213;132012;1;4;213132012
Instituto de Cięncias Sociais                     ;ICS         ;213;132021;2;8;213132021
Instituto de Cięncias Sociais                     ;ICS         ;213;132039;2;9;213132039
Instituto de Cięncias Sociais                     ;ICS         ;213;115011;3;12;213115011
Instituto de Cięncias Sociais                     ;ICS         ;213;134473;3;13;213134473
Instituto de Cięncias Sociais                     ;ICS         ;213;137553;4;10;213137553
Instituto de Cięncias Sociais                     ;ICS         ;213;185051;4;15;213185051
Instituto de Cięncias Sociais                     ;ICS         ;213;139190;4;17;213139190
Instituto de Cięncias Sociais                     ;ICS         ;213;138282;5;19;213138282
Instituto de Cięncias Sociais                     ;ICS         ;213;139203;5;20;213139203
Instituto de Cięncias Sociais                     ;ICS         ;213;134465;1;1;213134465
