nome_departamento;sigla_departamento;cod_faculdade;cod_materia;periodo_disciplina;prioridade;cod_fluxo
Centro de Excelęncia em Turismo                   ;CET         ;1520;101052;5;27;1520101052
Centro de Excelęncia em Turismo                   ;CET         ;1520;206458;5;28;1520206458
Centro de Excelęncia em Turismo                   ;CET         ;1520;102946;6;29;1520102946
Centro de Excelęncia em Turismo                   ;CET         ;1520;102954;6;30;1520102954
Centro de Excelęncia em Turismo                   ;CET         ;1520;102962;6;31;1520102962
Centro de Excelęncia em Turismo                   ;CET         ;1520;102971;6;32;1520102971
Centro de Excelęncia em Turismo                   ;CET         ;1520;102989;6;33;1520102989
Centro de Excelęncia em Turismo                   ;CET         ;1520;102997;6;34;1520102997
Centro de Excelęncia em Turismo                   ;CET         ;1520;104612;7;35;1520104612
Centro de Excelęncia em Turismo                   ;CET         ;1520;104621;7;36;1520104621
Centro de Excelęncia em Turismo                   ;CET         ;1520;104639;7;37;1520104639
Centro de Excelęncia em Turismo                   ;CET         ;1520;104647;7;38;1520104647
Centro de Excelęncia em Turismo                   ;CET         ;1520;104655;7;39;1520104655
Centro de Excelęncia em Turismo                   ;CET         ;1520;104663;7;40;1520104663
Centro de Excelęncia em Turismo                   ;CET         ;1520;104671;7;41;1520104671
Centro de Excelęncia em Turismo                   ;CET         ;1520;107271;8;41;1520107271
Centro de Excelęncia em Turismo                   ;CET         ;1520;107298;8;42;1520107298
Departamento de Cięncia da Computaçăo             ;CIC         ;370;113034;1;1;370113034
Departamento de Cięncia da Computaçăo             ;CIC         ;370;113468;1;2;370113468
Departamento de Cięncia da Computaçăo             ;CIC         ;370;113450;1;3;370113450
Departamento de Cięncia da Computaçăo             ;CIC         ;370;113476;1;4;370113476
Departamento de Cięncia da Computaçăo             ;CIC         ;370;116726;1;5;370116726
Departamento de Cięncia da Computaçăo             ;CIC         ;370;116351;2;6;370116351
Departamento de Cięncia da Computaçăo             ;CIC         ;370;116319;2;7;370116319
Departamento de Cięncia da Computaçăo             ;CIC         ;370;113042;2;8;370113042
Departamento de Cięncia da Computaçăo             ;CIC         ;370;113093;2;9;370113093
Departamento de Cięncia da Computaçăo             ;CIC         ;370;116394;3;10;370116394
Departamento de Cięncia da Computaçăo             ;CIC         ;370;117889;3;11;370117889
Departamento de Cięncia da Computaçăo             ;CIC         ;370;113107;3;12;370113107
Departamento de Cięncia da Computaçăo             ;CIC         ;370;113417;3;13;370113417
Departamento de Cięncia da Computaçăo             ;CIC         ;370;115045;3;14;370115045
Departamento de Cięncia da Computaçăo             ;CIC         ;370;117366;4;15;370117366
Departamento de Cięncia da Computaçăo             ;CIC         ;370;117897;4;16;370117897
Departamento de Cięncia da Computaçăo             ;CIC         ;370;116327;4;17;370116327
Departamento de Cięncia da Computaçăo             ;CIC         ;370;117901;4;18;370117901
Departamento de Cięncia da Computaçăo             ;CIC         ;370;116572;4;19;370116572
Departamento de Cięncia da Computaçăo             ;CIC         ;370;116343;5;20;370116343
Departamento de Cięncia da Computaçăo             ;CIC         ;370;117935;5;21;370117935
Departamento de Cięncia da Computaçăo             ;CIC         ;370;116441;5;22;370116441
Departamento de Cięncia da Computaçăo             ;CIC         ;370;116378;5;23;370116378
Departamento de Cięncia da Computaçăo             ;CIC         ;370;116653;5;24;370116653
Departamento de Cięncia da Computaçăo             ;CIC         ;370;116432;6;25;370116432
Departamento de Cięncia da Computaçăo             ;CIC         ;370;117960;6;26;370117960
Departamento de Cięncia da Computaçăo             ;CIC         ;370;116882;6;27;370116882
Departamento de Cięncia da Computaçăo             ;CIC         ;370;116416;6;28;370116416
Departamento de Cięncia da Computaçăo             ;CIC         ;370;117943;6;29;370117943
Departamento de Cięncia da Computaçăo             ;CIC         ;370;117536;7;30;370117536
Departamento de Cięncia da Computaçăo             ;CIC         ;370;117951;7;31;370117951
Departamento de Cięncia da Computaçăo             ;CIC         ;370;117927;7;32;370117927
Departamento de Cięncia da Computaçăo             ;CIC         ;370;117919;8;33;370117919
Departamento de Cięncia da Computaçăo             ;CIC         ;370;116912;8;34;370116912
Departamento de Cięncia da Computaçăo             ;CIC         ;370;116921;9;35;370116921
Departamento de Cięncia da Computaçăo             ;CIC         ;906;113492;1;1;906113492
Departamento de Cięncia da Computaçăo             ;CIC         ;906;194221;1;2;906194221
Departamento de Cięncia da Computaçăo             ;CIC         ;906;113450;1;3;906113450
Departamento de Cięncia da Computaçăo             ;CIC         ;906;113476;1;4;906113476
Departamento de Cięncia da Computaçăo             ;CIC         ;906;113034;2;5;906113034
Departamento de Cięncia da Computaçăo             ;CIC         ;906;116319;2;6;906116319
Departamento de Cięncia da Computaçăo             ;CIC         ;906;191027;2;7;906191027
Departamento de Cięncia da Computaçăo             ;CIC         ;906;150649;2;8;906150649
Departamento de Cięncia da Computaçăo             ;CIC         ;906;194280;2;9;906194280
Departamento de Cięncia da Computaçăo             ;CIC         ;906;115045;3;10;906115045
Departamento de Cięncia da Computaçăo             ;CIC         ;906;113093;3;11;906113093
Departamento de Cięncia da Computaçăo             ;CIC         ;906;117366;3;12;906117366
Departamento de Cięncia da Computaçăo             ;CIC         ;906;117889;3;13;906117889
Departamento de Cięncia da Computaçăo             ;CIC         ;906;121614;4;14;906121614
Departamento de Cięncia da Computaçăo             ;CIC         ;906;113042;4;15;906113042
Departamento de Cięncia da Computaçăo             ;CIC         ;906;117251;4;16;906117251
Departamento de Cięncia da Computaçăo             ;CIC         ;906;116343;4;17;906116343
Departamento de Cięncia da Computaçăo             ;CIC         ;906;116327;4;18;906116327
Departamento de Cięncia da Computaçăo             ;CIC         ;906;116378;5;19;906116378
Departamento de Cięncia da Computaçăo             ;CIC         ;906;121631;5;20;906121631
Departamento de Cięncia da Computaçăo             ;CIC         ;906;121649;5;21;906121649
Departamento de Cięncia da Computaçăo             ;CIC         ;906;121771;5;22;906121771
Departamento de Cięncia da Computaçăo             ;CIC         ;906;121622;5;23;906121622
Departamento de Cięncia da Computaçăo             ;CIC         ;906;192015;5;24;906192015
Departamento de Cięncia da Computaçăo             ;CIC         ;906;116572;6;25;906116572
Departamento de Cięncia da Computaçăo             ;CIC         ;906;117536;6;26;906117536
Departamento de Cięncia da Computaçăo             ;CIC         ;906;121657;6;28;906121657
Departamento de Cięncia da Computaçăo             ;CIC         ;906;121673;6;29;906121673
Departamento de Cięncia da Computaçăo             ;CIC         ;906;117927;7;30;906117927
Departamento de Cięncia da Computaçăo             ;CIC         ;906;116416;7;31;906116416
Departamento de Cięncia da Computaçăo             ;CIC         ;906;116441;7;32;906116441
Departamento de Cięncia da Computaçăo             ;CIC         ;906;121754;7;33;906121754
Departamento de Cięncia da Computaçăo             ;CIC         ;906;121681;7;34;906121681
Departamento de Cięncia da Computaçăo             ;CIC         ;906;116858;8;35;906116858
Departamento de Cięncia da Computaçăo             ;CIC         ;906;116360;8;36;906116360
Departamento de Cięncia da Computaçăo             ;CIC         ;906;121762;8;37;906121762
Departamento de Cięncia da Computaçăo             ;CIC         ;906;121690;8;38;906121690
Departamento de Cięncia da Computaçăo             ;CIC         ;906;121720;8;39;906121720
Departamento de Cięncia da Computaçăo             ;CIC         ;906;121703;9;38;906121703
Departamento de Cięncia da Computaçăo             ;CIC         ;906;121738;9;39;906121738
Departamento de Cięncia da Computaçăo             ;CIC         ;906;121711;9;40;906121711
Departamento de Cięncia da Computaçăo             ;CIC         ;906;121746;9;41;906121746
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;113034;1;1;1341113034
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;113093;1;2;1341113093
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;113476;1;3;1341113476
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;117528;1;4;1341117528
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;118001;1;5;1341118001
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;118010;1;6;1341118010
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;118028;2;6;1341118028
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;118036;2;7;1341118036
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;113042;2;8;1341113042
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;115045;2;9;1341115045
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;116319;2;10;1341116319
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;113051;3;11;1341113051
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;117242;3;13;1341117242
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;170054;3;14;1341170054
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;201600;3;15;1341201600
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;116327;3;17;1341116327
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;206075;3;26;1341206075
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;113417;4;16;1341113417
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;117889;4;18;1341117889
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;132012;4;19;1341132012
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;167037;4;20;1341167037
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;111813;4;21;1341111813
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;111821;4;21;1341111821
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;116343;5;22;1341116343
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;116394;5;23;1341116394
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;111830;5;24;1341111830
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;111848;5;24;1341111848
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;112003;5;25;1341112003
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;112127;5;25;1341112127
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;111791;6;26;1341111791
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;111805;6;26;1341111805
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;117536;6;27;1341117536
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;116441;6;28;1341116441
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;116432;6;29;1341116432
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;204315;6;30;1341204315
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;116378;6;31;1341116378
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;116467;7;32;1341116467
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;122408;7;33;1341122408
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;111856;7;34;1341111856
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;111864;7;34;1341111864
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;181315;7;35;1341181315
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;204323;7;36;1341204323
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;168921;8;1;1341168921
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;184802;8;1;1341184802
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;207438;8;1;1341207438
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;207314;9;1;1341207314
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;207322;9;1;1341207322
Departamento de Cięncia da Computaçăo             ;CIC         ;1341;207331;10;1;1341207331
Departamento de Desenho Industrial                ;DIN         ;698;118541;1;2;698118541
Departamento de Desenho Industrial                ;DIN         ;698;157554;1;3;698157554
Departamento de Desenho Industrial                ;DIN         ;698;153613;1;4;698153613
Departamento de Desenho Industrial                ;DIN         ;698;153044;1;5;698153044
Departamento de Desenho Industrial                ;DIN         ;698;113247;2;5;698113247
Departamento de Desenho Industrial                ;DIN         ;698;153079;2;6;698153079
Departamento de Desenho Industrial                ;DIN         ;698;157406;2;7;698157406
Departamento de Desenho Industrial                ;DIN         ;698;157431;2;8;698157431
Departamento de Desenho Industrial                ;DIN         ;698;157520;3;9;698157520
Departamento de Desenho Industrial                ;DIN         ;698;156426;3;10;698156426
Departamento de Desenho Industrial                ;DIN         ;698;162019;3;11;698162019
Departamento de Desenho Industrial                ;DIN         ;698;157511;3;12;698157511
Departamento de Desenho Industrial                ;DIN         ;698;157465;4;14;698157465
Departamento de Desenho Industrial                ;DIN         ;698;153206;4;15;698153206
Departamento de Desenho Industrial                ;DIN         ;698;113255;4;16;698113255
Departamento de Desenho Industrial                ;DIN         ;698;157562;4;17;698157562
Departamento de Desenho Industrial                ;DIN         ;698;157473;5;18;698157473
Departamento de Desenho Industrial                ;DIN         ;698;124664;5;19;698124664
Departamento de Desenho Industrial                ;DIN         ;698;153214;5;20;698153214
Departamento de Desenho Industrial                ;DIN         ;698;157538;5;21;698157538
Departamento de Desenho Industrial                ;DIN         ;698;146480;5;22;698146480
Departamento de Desenho Industrial                ;DIN         ;698;157481;6;23;698157481
Departamento de Desenho Industrial                ;DIN         ;698;132012;6;24;698132012
Departamento de Desenho Industrial                ;DIN         ;698;157589;7;25;698157589
Departamento de Desenho Industrial                ;DIN         ;698;184560;7;26;698184560
Departamento de Desenho Industrial                ;DIN         ;698;121827;7;27;698121827
Departamento de Desenho Industrial                ;DIN         ;698;157597;8;28;698157597
Departamento de Desenho Industrial                ;DIN         ;698;118541;1;2;698118541
Departamento de Desenho Industrial                ;DIN         ;698;157554;1;3;698157554
Departamento de Desenho Industrial                ;DIN         ;698;153613;1;4;698153613
Departamento de Desenho Industrial                ;DIN         ;698;153044;1;5;698153044
Departamento de Desenho Industrial                ;DIN         ;698;113247;2;5;698113247
Departamento de Desenho Industrial                ;DIN         ;698;153079;2;6;698153079
Departamento de Desenho Industrial                ;DIN         ;698;157406;2;7;698157406
Departamento de Desenho Industrial                ;DIN         ;698;157431;2;8;698157431
Departamento de Desenho Industrial                ;DIN         ;698;156426;3;9;698156426
Departamento de Desenho Industrial                ;DIN         ;698;162019;3;11;698162019
Departamento de Desenho Industrial                ;DIN         ;698;157511;3;12;698157511
Departamento de Desenho Industrial                ;DIN         ;698;157520;3;13;698157520
Departamento de Desenho Industrial                ;DIN         ;698;157457;4;14;698157457
Departamento de Desenho Industrial                ;DIN         ;698;124664;4;15;698124664
Departamento de Desenho Industrial                ;DIN         ;698;113255;4;16;698113255
Departamento de Desenho Industrial                ;DIN         ;698;169722;4;17;698169722
Departamento de Desenho Industrial                ;DIN         ;698;157490;5;18;698157490
Departamento de Desenho Industrial                ;DIN         ;698;146480;5;19;698146480
Departamento de Desenho Industrial                ;DIN         ;698;157538;5;20;698157538
Departamento de Desenho Industrial                ;DIN         ;698;169714;5;21;698169714
Departamento de Desenho Industrial                ;DIN         ;698;157503;6;22;698157503
Departamento de Desenho Industrial                ;DIN         ;698;169731;6;23;698169731
Departamento de Desenho Industrial                ;DIN         ;698;132012;6;24;698132012
Departamento de Desenho Industrial                ;DIN         ;698;157571;7;25;698157571
Departamento de Desenho Industrial                ;DIN         ;698;184560;7;26;698184560
Departamento de Desenho Industrial                ;DIN         ;698;121827;7;27;698121827
Departamento de Desenho Industrial                ;DIN         ;698;157601;8;28;698157601
Departamento de Saúde Coletiva                    ;DSC         ;1431;179990;1;1;1431179990
Departamento de Saúde Coletiva                    ;DSC         ;1431;170038;1;2;1431170038
Departamento de Saúde Coletiva                    ;DSC         ;1431;177377;1;3;1431177377
Departamento de Saúde Coletiva                    ;DSC         ;1431;177351;1;4;1431177351
Departamento de Saúde Coletiva                    ;DSC         ;1431;174114;1;5;1431174114
Departamento de Saúde Coletiva                    ;DSC         ;1431;177369;1;6;1431177369
Departamento de Saúde Coletiva                    ;DSC         ;1431;170861;2;7;1431170861
Departamento de Saúde Coletiva                    ;DSC         ;1431;170593;2;8;1431170593
Departamento de Saúde Coletiva                    ;DSC         ;1431;200891;2;9;1431200891
Departamento de Saúde Coletiva                    ;DSC         ;1431;200875;2;10;1431200875
Departamento de Saúde Coletiva                    ;DSC         ;1431;200883;2;11;1431200883
Departamento de Saúde Coletiva                    ;DSC         ;1431;181013;2;12;1431181013
Departamento de Saúde Coletiva                    ;DSC         ;1431;173223;3;12;1431173223
Departamento de Saúde Coletiva                    ;DSC         ;1431;173037;3;13;1431173037
